Date,Open,High,Low,Close,Volume,Range,Change,SP500,ForIndex,Class
2/7/2008,0.7793,0.7822,0.7761,0.7816,59182000000,0.0061,0.001335607,1336.91,5596.7,Bear
2/8/2008,0.7814,0.7825,0.7747,0.7762,43058000000,-0.0078,-0.003010912,1331.29,5658,Bull
2/10/2008,0.7762,0.778,0.7748,0.7774,3997000000,0.0032,0.000670898,1331.29,5658,Bear
2/11/2008,0.7774,0.7779,0.7707,0.7719,63851000000,-0.0072,-0.003083495,1339.13,5537.6,Bull
2/12/2008,0.7718,0.7801,0.7704,0.7786,69617000000,0.0097,0.003753358,1348.86,5608.1,Bull
2/13/2008,0.7786,0.785,0.7781,0.7833,69429000000,0.0069,0.002613727,1367.21,5542.1,Bear
2/14/2008,0.7831,0.7867,0.7822,0.783,74709000000,-0.0045,-0.000166364,1348.86,5684.8,Bull
2/15/2008,0.7831,0.7875,0.7828,0.7869,58119000000,0.0047,0.002157783,1349.99,5606.6,Bull
2/17/2008,0.7868,0.7879,0.7863,0.7873,2662000000,0.0016,0.000220706,1349.99,5606.6,Bear
2/18/2008,0.7872,0.7889,0.7841,0.7857,49632000000,-0.0048,-0.000883498,1349.99,5606.6,Bull
2/19/2008,0.786,0.7885,0.7846,0.7874,58249000000,0.0039,0.000938657,1348.78,5619.1,Bull
2/20/2008,0.7876,0.7924,0.7855,0.7906,78600000000,0.0069,0.0017614,1360.03,5496.5,Bear
2/21/2008,0.7906,0.7919,0.787,0.7889,68098000000,-0.0049,-0.000934854,1342.53,5583.4,Bull
2/22/2008,0.789,0.7928,0.7875,0.7916,54785000000,0.0053,0.001483829,1353.11,5559.9,Bull
2/24/2008,0.7916,0.7925,0.7905,0.792,3523000000,0.002,0.000219396,1353.11,5559.9,Bull
2/25/2008,0.792,0.7947,0.7907,0.7935,60065000000,0.004,0.00082175,1371.8,5621.6,Bear
2/26/2008,0.7936,0.7949,0.785,0.7855,91791000000,-0.0099,-0.004400742,1381.29,5666.1,Bull
2/27/2008,0.7855,0.7897,0.7853,0.7868,87743000000,0.0044,0.000718162,1380.02,5767.2,Bear
2/28/2008,0.7867,0.7886,0.7832,0.7846,82065000000,-0.0054,-0.001216047,1367.68,5651.2,Bear
2/29/2008,0.7851,0.7865,0.7808,0.7814,69237000000,-0.0057,-0.001774897,1330.63,5572.1,Bear
3/2/2008,0.7814,0.7826,0.7795,0.78,5539000000,-0.0031,-0.000778804,1330.63,5572.1,Bear
3/3/2008,0.7797,0.7801,0.7677,0.7694,1.08E+11,-0.0124,-0.005942421,1331.34,5405.8,Bull
3/4/2008,0.7693,0.7758,0.7688,0.7744,87024000000,0.007,0.002813162,1326.75,5380.3,Bull
3/5/2008,0.7745,0.7797,0.7736,0.7754,79652000000,0.0061,0.000560452,1333.7,5376.6,Bull
3/6/2008,0.7755,0.7792,0.7748,0.7781,69544000000,0.0044,0.001509619,1304.34,5435.5,Bull
3/7/2008,0.778,0.7817,0.7774,0.7801,58660000000,0.0043,0.001114863,1293.37,5264,Bull
3/9/2008,0.7806,0.782,0.7798,0.7815,3566000000,0.0022,0.000778704,1293.37,5264,Bull
3/10/2008,0.7815,0.7878,0.7793,0.7858,67795000000,0.0085,0.002383042,1273.37,5180.4,Bear
3/11/2008,0.7859,0.78817,0.77978,0.7812,1.41E+12,-0.00839,-0.00254979,1320.65,5134.2,Bull
3/12/2008,0.7812,0.78725,0.7804,0.78645,1.38E+12,0.00685,0.002908882,1308.77,5257.9,Bull
3/13/2008,0.78655,0.7895,0.78463,0.7886,1.35E+12,0.00487,0.001185656,1315.48,5135.9,Bull
3/14/2008,0.7886,0.79737,0.78758,0.7955,1.22E+12,0.00979,0.003783411,1288.14,5206.9,Bear
3/16/2008,0.7958,0.8006,0.793,0.79535,1.03E+11,-0.0076,-8.19E-05,1288.14,5206.9,Bull
3/17/2008,0.7953,0.8027,0.7938,0.8009,1.29E+12,0.0089,0.003020008,1276.6,5087,Bull
3/18/2008,0.80125,0.8038,0.79607,0.8035,1.26E+12,0.00773,0.001407587,1330.74,5086.1,Bull
3/19/2008,0.8037,0.8085,0.80002,0.80825,1.23E+12,0.00848,0.002559832,1298.42,5289.1,Bear
3/20/2008,0.80825,0.80899,0.8049,0.8062,1.21E+12,-0.00409,-0.001102919,1329.51,5127.5,Bear
3/21/2008,0.80615,0.80773,0.80422,0.8055,1.10E+12,-0.00351,-0.000377249,1329.51,5127.5,Bear
3/23/2008,0.806,0.8063,0.8035,0.8049,88441000000,-0.0028,-0.000323617,1329.51,5127.5,Bull
3/24/2008,0.8048,0.81055,0.8027,0.80853,1.16E+12,0.00785,0.001954211,1349.88,5127.5,Bear
3/25/2008,0.80835,0.8106,0.80602,0.8073,1.14E+12,-0.00458,-0.000661186,1352.99,5318.4,Bear
3/26/2008,0.8073,0.80785,0.80372,0.80605,1.11E+12,-0.00413,-0.00067297,1341.13,5381.4,Bull
3/27/2008,0.80605,0.80978,0.80527,0.807,1.08E+12,0.00451,0.000511552,1325.76,5371.6,Bull
3/28/2008,0.807,0.8124,0.80535,0.8086,9.75E+11,0.00705,0.000860202,1315.22,5351.1,Bull
3/30/2008,0.8081,0.8101,0.8081,0.8097,39287000000,0.002,0.000590402,1315.22,5351.1,Bull
3/31/2008,0.8096,0.8181,0.8081,0.8161,1.06E+12,0.01,0.003419239,1322.7,5355.7,Bear
4/1/2008,0.8162,0.8167,0.80635,0.808,8.40E+11,-0.01035,-0.004332017,1370.18,5361.2,Bull
4/2/2008,0.808,0.821,0.8075,0.819,3.46E+11,0.0135,0.005872541,1367.53,5502.9,Bear
4/3/2008,0.8188,0.8202,0.81645,0.8186,3.46E+11,-0.00375,-0.000212161,1369.31,5608.9,Bear
4/4/2008,0.8186,0.8197,0.815,0.8158,1.33E+11,-0.0047,-0.001488039,1370.4,5619.6,Bear
4/6/2008,0.8154,0.817,0.8149,0.81515,12256000000,-0.0021,-0.000346168,1370.4,5619.6,Bull
4/7/2008,0.8151,0.81752,0.81488,0.8169,1.96E+11,0.00264,0.000931363,1372.54,5625,Bull
4/8/2008,0.8169,0.8266,0.81675,0.8253,3.35E+11,0.00985,0.004442949,1365.54,5571.5,Bear
4/9/2008,0.8253,0.8266,0.8233,0.8247,2.68E+11,-0.0033,-0.000315851,1354.49,5520.2,Bull
4/10/2008,0.8247,0.8315,0.82305,0.8311,2.70E+11,0.00845,0.003357288,1360.55,5446.4,Bull
4/11/2008,0.8311,0.8361,0.8304,0.8333,2.91E+11,0.0057,0.0011481,1332.83,5439.3,Bull
4/13/2008,0.8328,0.8358,0.8302,0.8354,21061880000,0.0056,0.001093089,1332.83,5439.3,Bear
4/14/2008,0.8354,0.8356,0.831,0.8316,3.86E+11,-0.0046,-0.00197999,1328.32,5342.4,Bull
4/15/2008,0.8315,0.8385,0.8314,0.8361,4.97E+11,0.0071,0.002343743,1334.43,5400.4,Bull
4/16/2008,0.8361,0.8391,0.8314,0.8386,5.21E+11,0.0077,0.001296635,1364.71,5470.3,Bear
4/17/2008,0.8386,0.8387,0.8281,0.83485,6.55E+11,-0.0106,-0.001946407,1365.56,5519,Bull
4/18/2008,0.8349,0.8381,0.8337,0.8379,3.95E+11,0.0044,0.001583739,1390.33,5429.7,Bear
4/20/2008,0.8379,0.8385,0.8359,0.8363,34086750000,-0.0026,-0.000830094,1390.33,5429.7,Bear
4/21/2008,0.8363,0.8369,0.8314,0.8331,5.18E+11,-0.0055,-0.001664962,1388.17,5600.3,Bear
4/22/2008,0.8331,0.8339,0.8233,0.8296,8.37E+11,-0.0106,-0.001828391,1375.94,5564.6,Bull
4/23/2008,0.8296,0.8358,0.8284,0.8336,6.47E+11,0.0074,0.002088963,1379.93,5652.9,Bear
4/24/2008,0.8335,0.83455,0.8248,0.8262,5.77E+11,-0.00975,-0.003872515,1388.82,5587.3,Bull
4/25/2008,0.8262,0.8338,0.82385,0.8304,6.38E+11,0.00995,0.00220215,1397.84,5587.3,Bear
4/27/2008,0.8305,0.8345,0.826,0.8271,64528900000,-0.0085,-0.00172932,1397.84,5587.3,Bull
4/28/2008,0.8271,0.833,0.82555,0.8298,8.55E+11,0.00745,0.00141541,1396.37,5602.7,Bear
4/29/2008,0.8298,0.8327,0.82635,0.82715,9.60E+11,-0.00635,-0.001389156,1390.94,5606.9,Bear
4/30/2008,0.82715,0.8275,0.8219,0.82405,1.56E+12,-0.0056,-0.00163071,1385.59,5595.4,Bear
5/1/2008,0.8243,0.8258,0.8222,0.8232,1.15E+12,-0.0036,-0.000448202,1409.34,5585.8,Bear
5/2/2008,0.8231,0.82355,0.8169,0.8225,7.54E+11,-0.00665,-0.000369455,1413.9,5700.4,Bear
5/4/2008,0.8232,0.8238,0.82023,0.8211,40018790000,-0.00357,-0.000739854,1413.9,5700.4,Bull
5/5/2008,0.8211,0.8265,0.82075,0.8247,6.30E+11,0.00575,0.001899942,1407.49,5730.3,Bull
5/6/2008,0.8247,0.8308,0.82403,0.8268,1.49E+12,0.00677,0.001104473,1418.26,5701.4,Bull
5/7/2008,0.82675,0.8306,0.82665,0.8277,1.88E+12,0.00395,0.000472487,1392.57,5668.4,Bear
5/8/2008,0.8277,0.8334,0.82285,0.82565,2.36E+12,-0.01055,-0.00107697,1397.68,5723.2,Bull
5/9/2008,0.8256,0.8328,0.8251,0.8318,1.98E+12,0.0077,0.003222931,1388.28,5771.8,Bull
5/11/2008,0.8326,0.8351,0.831,0.8338,1.15E+11,0.0041,0.001042975,1388.28,5771.8,Bear
5/12/2008,0.8338,0.8347,0.8315,0.8321,1.42E+12,-0.0032,-0.000886369,1403.58,5828.5,Bull
5/13/2008,0.8321,0.83485,0.83025,0.8331,1.25E+12,0.0046,0.000521612,1403.04,5812.7,Bear
5/14/2008,0.8332,0.8338,0.823,0.8255,1.78E+12,-0.0108,-0.003980057,1408.66,5872.7,Bear
5/15/2008,0.82545,0.8269,0.8201,0.8226,2.13E+12,-0.0068,-0.001528372,1423.57,5890.7,Bull
5/16/2008,0.8226,0.8257,0.8206,0.8231,1.24E+12,0.0051,0.000263897,1425.35,5931,Bull
5/18/2008,0.823,0.8249,0.8218,0.82365,95357000000,0.0031,0.000290101,1425.35,5931,Bear
5/19/2008,0.82365,0.8238,0.81793,0.8212,1.33E+12,-0.00587,-0.001293762,1426.63,5949.4,Bear
5/20/2008,0.8212,0.8228,0.8185,0.8193,1.77E+12,-0.0043,-0.001005986,1413.4,5908.1,Bull
5/21/2008,0.8193,0.8267,0.8191,0.8225,2.12E+12,0.0076,0.001692952,1390.71,5823.4,Bear
5/22/2008,0.8225,0.8236,0.8174,0.8186,2.02E+12,-0.0062,-0.002064166,1394.35,5826.9,Bull
5/23/2008,0.8186,0.8218,0.8171,0.819,1.43E+12,0.0047,0.000212161,1375.93,5768,Bear
5/25/2008,0.8192,0.8192,0.8176,0.8182,40752000000,-0.0016,-0.000424427,1375.93,5768,Bull
5/26/2008,0.8184,0.8202,0.8181,0.8187,9.21E+11,0.0021,0.000265315,1375.93,5707,Bull
5/27/2008,0.8187,0.8211,0.8162,0.8192,1.71E+12,0.0049,0.000265153,1385.35,5714.4,Bull
5/28/2008,0.8192,0.8238,0.8171,0.8226,1.66E+12,0.0067,0.001798762,1390.84,5648.1,Bull
5/29/2008,0.8226,0.8291,0.8216,0.8288,1.12E+12,0.0075,0.003261037,1398.26,5709.4,Bull
5/30/2008,0.8288,0.8335,0.82775,0.8317,1.20E+12,0.00575,0.001516959,1400.38,5654.7,Bull
6/1/2008,0.8331,0.8331,0.8316,0.832,75686000000,0.0015,0.000156625,1400.38,5654.7,Bull
6/2/2008,0.83188,0.83467,0.8307,0.834,1.52E+12,0.00397,0.001042724,1385.67,5662.3,Bull
6/3/2008,0.834,0.8407,0.8337,0.8377,1.38E+12,0.007,0.001922465,1377.65,5574.2,Bull
6/4/2008,0.8377,0.8438,0.83743,0.8417,1.98E+12,0.00637,0.002068812,1377.2,5584.5,Bull
6/5/2008,0.8417,0.8475,0.8385,0.84255,2.06E+12,0.009,0.000438356,1404.05,5530.1,Bull
6/6/2008,0.8426,0.8459,0.8365,0.8432,2.45E+12,0.0094,0.000334915,1360.68,5592.1,Bear
6/8/2008,0.8456,0.8456,0.8426,0.843,59161000000,-0.003,-0.000103023,1360.68,5592.1,Bull
6/9/2008,0.843,0.84455,0.8392,0.8435,1.73E+12,0.00535,0.000257512,1361.76,5592.1,Bear
6/10/2008,0.8435,0.8445,0.8388,0.84,1.64E+12,-0.0057,-0.001805801,1358.44,5437.5,Bear
6/11/2008,0.84,0.84265,0.83575,0.8398,2.17E+12,-0.0069,-0.000103416,1335.49,5467.3,Bear
6/12/2008,0.8398,0.8406,0.8331,0.83545,1.55E+12,-0.0075,-0.002255407,1339.87,5329.2,Bull
6/13/2008,0.8355,0.8429,0.8352,0.8425,1.53E+12,0.0077,0.003649446,1360.03,5378.1,Bear
6/15/2008,0.8428,0.8431,0.8392,0.8424,69548000000,-0.0039,-5.16E-05,1360.03,5378.1,Bull
6/16/2008,0.8424,0.8452,0.8397,0.8424,1.49E+12,-0.0055,0,1360.14,5371.7,Bull
6/17/2008,0.8424,0.847,0.842,0.8462,1.42E+12,0.005,0.001954663,1350.93,5422.7,Bear
6/18/2008,0.84615,0.8475,0.84265,0.8439,1.81E+12,-0.00485,-0.001182034,1337.81,5443.2,Bull
6/19/2008,0.844,0.8473,0.8431,0.8469,1.34E+12,0.0042,0.001541146,1342.83,5366.6,Bull
6/20/2008,0.8469,0.8493,0.8453,0.8482,1.29E+12,0.004,0.000666135,1317.93,5288.3,Bull
6/22/2008,0.8481,0.8487,0.8467,0.8482,50329000000,-0.002,0,1317.93,5288.3,Bear
6/23/2008,0.8482,0.84995,0.8459,0.8462,1.24E+12,-0.00405,-0.001025247,1318,5283.7,Bear
6/24/2008,0.8462,0.8511,0.8423,0.84325,1.33E+12,-0.0088,-0.001516671,1314.29,5290,Bear
6/25/2008,0.84325,0.8443,0.83545,0.8397,1.75E+12,-0.00885,-0.001832197,1321.97,5237.8,Bull
6/26/2008,0.8397,0.8471,0.83905,0.8465,1.16E+12,0.00805,0.003502809,1283.15,5307,Bull
6/27/2008,0.84645,0.8521,0.846,0.8482,1.05E+12,0.0061,0.000871306,1278.38,5237,Bull
6/29/2008,0.8501,0.8535,0.8473,0.8497,52105000000,0.0062,0.00076735,1278.38,5237,Bull
6/30/2008,0.8497,0.8597,0.8497,0.858,1.27E+12,0.01,0.00422167,1280,5215.3,Bear
7/1/2008,0.8579,0.85905,0.85373,0.8545,1.28E+12,-0.00532,-0.001775221,1284.91,5138.9,Bull
7/2/2008,0.8546,0.8585,0.8541,0.8576,9.60E+11,0.0044,0.001572705,1261.52,5094.8,Bear
7/3/2008,0.8576,0.8609,0.85525,0.8556,1.28E+12,-0.00565,-0.001013996,1262.9,4998.3,Bull
7/4/2008,0.8556,0.8588,0.8503,0.8585,1.71E+12,0.0085,0.001469524,1262.9,5082.1,Bear
7/6/2008,0.8585,0.8585,0.8553,0.857,64773000000,-0.0032,-0.000759478,1262.9,5082.1,Bull
7/7/2008,0.8576,0.8614,0.8567,0.8598,1.61E+12,0.0047,0.001416619,1252.31,5002.5,Bull
7/8/2008,0.8598,0.8637,0.8564,0.8605,1.76E+12,0.0073,0.000353434,1273.7,4932.9,Bull
7/9/2008,0.8604,0.864,0.85815,0.8621,1.39E+12,0.00585,0.00080677,1244.69,5011.9,Bull
7/10/2008,0.8621,0.8675,0.8602,0.8666,1.55E+12,0.0073,0.00226104,1253.39,4937.4,Bull
7/11/2008,0.8666,0.8721,0.8653,0.8717,1.51E+12,0.0068,0.002548361,1239.49,4979.9,Bear
7/13/2008,0.8719,0.8724,0.86915,0.8704,24807000000,-0.00325,-0.000648164,1239.49,4979.9,Bull
7/14/2008,0.8704,0.8762,0.86965,0.8724,1.29E+12,0.00655,0.000996775,1228.3,4921,Bull
7/15/2008,0.8724,0.8751,0.8711,0.8737,1.25E+12,0.004,0.000646679,1214.91,4815.7,Bull
7/16/2008,0.8737,0.8788,0.8735,0.8771,1.51E+12,0.0053,0.001686775,1245.36,4870.6,Bull
7/17/2008,0.8771,0.881,0.87615,0.8801,1.03E+12,0.00485,0.00148291,1260.32,4901,Bear
7/18/2008,0.8801,0.8834,0.8753,0.8797,1.12E+12,-0.0081,-0.000197429,1260.68,4840.4,Bull
7/20/2008,0.8801,0.8808,0.8785,0.8805,26354000000,0.0023,0.000394768,1260.68,4840.4,Bull
7/21/2008,0.8805,0.8842,0.8793,0.88255,8.85E+11,0.0049,0.001009959,1260,5011.8,Bear
7/22/2008,0.8827,0.8862,0.8806,0.8819,1.25E+12,-0.0056,-0.000319977,1277,5005.6,Bull
7/23/2008,0.8819,0.8871,0.8786,0.8859,1.23E+12,0.0085,0.001965359,1282.19,5105.3,Bear
7/24/2008,0.8859,0.8867,0.86645,0.8743,1.56E+12,-0.02025,-0.005724223,1252.54,5144.1,Bear
7/25/2008,0.8743,0.8767,0.8504,0.8513,2.78E+12,-0.0263,-0.011577845,1257.76,4970.5,Bull
7/27/2008,0.8516,0.8535,0.847,0.8514,1.36E+11,0.0065,5.10E-05,1257.76,4970.5,Bull
7/28/2008,0.8514,0.8614,0.8459,0.8602,2.52E+12,0.0155,0.004465792,1234.37,4922.1,Bear
7/29/2008,0.8602,0.8613,0.8491,0.8531,2.05E+12,-0.0122,-0.003599496,1263.2,4847.4,Bear
7/30/2008,0.8531,0.8567,0.8444,0.8528,2.12E+12,-0.0123,-0.00015275,1284.26,4936.7,Bull
7/31/2008,0.8528,0.8603,0.8491,0.8579,1.94E+12,0.0112,0.002589476,1267.38,4977.4,Bear
8/1/2008,0.8579,0.8602,0.8519,0.8541,1.39E+12,-0.0083,-0.001927946,1260.31,4904,Bull
8/3/2008,0.8545,0.8558,0.8518,0.8551,1.37E+11,0.004,0.000508185,1260.31,4904,Bull
8/4/2008,0.8551,0.859,0.8535,0.8583,1.49E+12,0.0055,0.001622206,1249.01,4887.7,Bear
8/5/2008,0.8583,0.8591,0.8511,0.8575,1.50E+12,-0.008,-0.000404984,1284.88,4820.4,Bull
8/6/2008,0.8575,0.8635,0.855,0.8631,1.83E+12,0.0085,0.002826988,1289.19,4969.1,Bear
8/7/2008,0.86305,0.8661,0.8472,0.8494,2.54E+12,-0.0189,-0.00694886,1266.07,4983.3,Bear
8/8/2008,0.8494,0.8501,0.8399,0.8437,2.19E+12,-0.0102,-0.002924208,1296.32,4986.2,Bull
8/10/2008,0.8441,0.8464,0.8422,0.8449,68032100000,0.0042,0.000617261,1296.32,4986.2,Bear
8/11/2008,0.8449,0.8504,0.8385,0.83935,2.07E+12,-0.0119,-0.002862215,1305.32,5026.1,Bear
8/12/2008,0.8394,0.8403,0.833,0.8342,2.61E+12,-0.0073,-0.002672909,1289.59,5053.6,Bear
8/13/2008,0.8342,0.8347,0.8173,0.8186,3.13E+12,-0.0174,-0.008198445,1285.83,4951.6,Bear
8/15/2008,0.7919,0.79875,0.7673,0.7952,1.62E+12,-0.03145,-0.012595369,1298.2,4981.7,Bear
8/17/2008,0.7988,0.8001,0.7921,0.7935,55911500000,-0.008,-0.00092944,1298.2,4981.7,Bull
8/18/2008,0.7934,0.80925,0.789,0.8021,2.23E+12,0.02025,0.004681585,1278.6,4985,Bear
8/19/2008,0.8022,0.8059,0.7955,0.8009,2.50E+12,-0.0104,-0.000650223,1266.69,4866.4,Bull
8/20/2008,0.8009,0.8113,0.7971,0.81045,1.96E+12,0.0142,0.005147933,1274.54,4929.5,Bull
8/21/2008,0.81045,0.8215,0.8097,0.8191,2.68E+12,0.0118,0.004610699,1277.72,4875.2,Bull
8/22/2008,0.819,0.8278,0.8169,0.8277,1.78E+12,0.0109,0.004536029,1292.2,4931.4,Bull
8/24/2008,0.8278,0.8312,0.825,0.8306,93813000000,0.0062,0.001518972,1292.2,4931.4,Bear
8/25/2008,0.8306,0.8333,0.8248,0.8251,1.44E+12,-0.0085,-0.00288534,1266.84,5014.9,Bear
8/26/2008,0.8252,0.8277,0.808,0.809,2.43E+12,-0.0197,-0.008558066,1271.51,5007.5,Bull
8/27/2008,0.8089,0.8234,0.805,0.8194,2.44E+12,0.0184,0.005547438,1281.66,5011.2,Bear
8/28/2008,0.8194,0.8208,0.8125,0.81785,2.18E+12,-0.0083,-0.000822302,1300.68,5066.5,Bull
8/29/2008,0.8179,0.825,0.8105,0.8184,1.81E+12,0.0145,0.000291963,1282.83,5135.6,Bull
8/31/2008,0.818,0.8191,0.8152,0.8185,55107000000,0.0039,5.31E-05,1282.83,5135.6,Bull
9/1/2008,0.8185,0.82385,0.8179,0.8203,1.03E+12,0.00595,0.000954028,1282.83,5118.3,Bull
9/2/2008,0.8203,0.8286,0.8198,0.828,2.06E+12,0.0088,0.004057625,1277.58,5116,Bear
9/3/2008,0.828,0.8282,0.81805,0.8201,2.30E+12,-0.01015,-0.004163525,1274.98,5060,Bull
9/4/2008,0.8201,0.8296,0.8196,0.8285,1.41E+12,0.01,0.004425701,1236.83,4979.5,Bull
9/5/2008,0.8285,0.83095,0.82275,0.8302,1.33E+12,0.0082,0.000890216,1242.31,4877.1,Bear
9/7/2008,0.8266,0.8282,0.8223,0.8232,55593200000,-0.0059,-0.003677367,1242.31,4877.1,Bull
9/8/2008,0.8232,0.8267,0.8172,0.8244,1.29E+12,0.0095,0.000632621,1267.79,5067.5,Bull
9/9/2008,0.8244,0.8347,0.8236,0.8328,1.68E+12,0.0111,0.004402733,1224.51,4980.1,Bull
9/10/2008,0.8328,0.8434,0.8323,0.8394,2.06E+12,0.0111,0.003428248,1232.04,4905.5,Bear
9/11/2008,0.8394,0.8437,0.834,0.8368,1.82E+12,-0.0097,-0.001347293,1249.05,4814.3,Bull
9/12/2008,0.8368,0.84295,0.83675,0.8421,9.94E+11,0.0062,0.002741996,1251.7,4903.8,Bear
9/14/2008,0.842,0.8425,0.8396,0.8406,51787000000,-0.0029,-0.000774282,1251.7,4903.8,Bear
9/15/2008,0.8405,0.8458,0.831,0.8338,1.37E+12,-0.0148,-0.003527495,1192.7,4817.7,Bull
9/16/2008,0.8338,0.8529,0.8274,0.8492,1.93E+12,0.0255,0.007948095,1213.6,4750.8,Bull
9/17/2008,0.84915,0.8572,0.8485,0.8563,2.07E+12,0.0087,0.003615959,1156.39,4722.2,Bull
9/18/2008,0.85635,0.8676,0.8563,0.8674,2.39E+12,0.0113,0.005593474,1206.51,4607.3,Bear
9/19/2008,0.8674,0.8703,0.8604,0.866,1.74E+12,-0.0099,-0.000701526,1255.08,4804.1,Bull
9/21/2008,0.8669,0.8688,0.8655,0.8674,33544000000,0.0033,0.000701526,1255.08,4804.1,Bear
9/22/2008,0.8674,0.8697,0.86545,0.86655,1.11E+12,-0.00425,-0.000425791,1207.09,5020.5,Bull
9/23/2008,0.8666,0.8747,0.86105,0.8723,1.14E+12,0.01365,0.002872246,1188.22,4923.5,Bull
9/24/2008,0.8723,0.877,0.87125,0.8754,6.49E+11,0.00575,0.00154067,1185.87,4981.9,Bull
9/25/2008,0.8754,0.8834,0.8749,0.8806,1.14E+12,0.0085,0.002572139,1209.18,4927.4,Bull
9/26/2008,0.8807,0.8886,0.8784,0.8884,1.01E+12,0.0102,0.003829869,1213.27,4904.8,Bull
9/28/2008,0.8884,0.8895,0.8859,0.8895,57220000000,0.0036,0.000537403,1213.27,4904.8,Bull
9/29/2008,0.8895,0.8949,0.8853,0.8933,9.77E+11,0.0096,0.001851382,1106.42,4807.4,Bear
9/30/2008,0.8933,0.8934,0.8807,0.8842,1.27E+12,-0.0127,-0.004446823,1166.36,4600.5,Bull
10/1/2008,0.8842,0.8915,0.8807,0.88425,1.27E+12,0.0108,2.46E-05,1161.06,4794.6,Bull
10/2/2008,0.88425,0.89,0.8794,0.8883,1.26E+12,0.0106,0.001984594,1114.28,4761.1,Bull
10/3/2008,0.88835,0.9005,0.8864,0.8979,1.12E+12,0.0141,0.004668309,1099.23,4695.4,Bull
10/5/2008,0.8979,0.9022,0.889,0.9015,67505750000,0.0132,0.001737759,1099.23,4695.4,Bear
10/6/2008,0.9015,0.9033,0.89145,0.8944,8.83E+11,-0.01185,-0.003433941,1056.89,4540.4,Bull
10/7/2008,0.8944,0.9012,0.89115,0.8991,1.29E+12,0.01005,0.002276207,996.23,4618.7,Bear
10/8/2008,0.8992,0.9006,0.894,0.8979,1.08E+12,-0.0066,-0.000580026,984.94,4388.1,Bull
10/9/2008,0.898,0.906,0.8971,0.9017,1.41E+12,0.0089,0.001834098,909.92,4320.9,Bull
10/10/2008,0.9017,0.9052,0.8952,0.9035,1.22E+12,0.01,0.000866087,899.22,3960.7,Bull
10/12/2008,0.9045,0.907,0.9029,0.9041,1.35E+11,0.0041,0.000288312,899.22,3960.7,Bear
10/13/2008,0.9042,0.9078,0.8958,0.8994,1.37E+12,-0.012,-0.002263586,1003.35,4180.7,Bear
10/15/2008,0.8905,0.8973,0.8816,0.8894,7.27E+11,-0.0157,-0.004855758,907.84,4300,Bull
10/16/2008,0.8894,0.8973,0.8886,0.895,4.75E+11,0.0087,0.00272591,946.43,4013.4,Bear
10/17/2008,0.895,0.89935,0.8892,0.8916,5.73E+11,-0.01015,-0.001652976,940.55,3970.8,Bear
10/19/2008,0.8919,0.8919,0.8839,0.8859,1.31E+11,-0.008,-0.002785358,940.55,3970.8,Bull
10/20/2008,0.8859,0.8914,0.8751,0.8866,8.97E+11,0.0163,0.000343025,985.4,4142.3,Bull
10/21/2008,0.8866,0.8992,0.8855,0.8973,5.99E+11,0.0137,0.005209941,955.05,4302.5,Bull
10/22/2008,0.8973,0.9047,0.8936,0.9019,5.49E+11,0.0111,0.002220719,896.78,4156.1,Bull
10/24/2008,0.9082,0.9194,0.90805,0.9185,5.27E+11,0.01135,0.007920774,876.77,3869.4,Bull
10/26/2008,0.9194,0.9215,0.9173,0.9206,37403000000,0.0042,0.00099181,876.77,3869.4,Bull
10/27/2008,0.9206,0.9272,0.9185,0.92225,6.34E+11,0.0087,0.000777693,848.92,3809.2,Bear
10/28/2008,0.9223,0.92295,0.9146,0.9203,6.24E+11,-0.00835,-0.000919242,940.51,3794.6,Bull
10/29/2008,0.9203,0.9344,0.92015,0.9314,5.66E+11,0.01425,0.005206812,930.09,3845.6,Bear
10/30/2008,0.9314,0.9336,0.9108,0.915,7.19E+11,-0.0228,-0.00771514,954.09,4001.1,Bull
10/31/2008,0.915,0.9246,0.91385,0.9238,5.72E+11,0.01075,0.004156864,968.75,4018,Bear
11/2/2008,0.9238,0.9238,0.91885,0.919,21734900000,-0.00495,-0.002262447,968.75,4018,Bull
11/3/2008,0.919,0.9226,0.91565,0.92125,6.79E+11,0.00695,0.001061989,966.3,4221.5,Bull
11/6/2008,0.92435,0.933,0.92185,0.9268,8.92E+11,0.01115,0.002608524,904.88,4149.7,Bear
11/7/2008,0.9268,0.93195,0.90998,0.9118,1.29E+12,-0.02197,-0.007086437,930.99,4051.3,Bear
11/9/2008,0.9116,0.9125,0.9007,0.9072,59273200000,-0.0118,-0.002196546,930.99,4051.3,Bear
11/11/2008,0.8795,0.90145,0.878,0.8995,1.21E+12,-0.02345,-0.003701874,898.95,3960.9,Bear
11/14/2008,0.8875,0.894,0.8815,0.8929,7.97E+11,-0.0125,-0.003198345,873.29,3748.1,Bull
11/16/2008,0.8935,0.8986,0.8873,0.8968,49846000000,0.0113,0.001892777,873.29,3748.1,Bear
11/17/2008,0.8968,0.8996,0.8802,0.8823,1.11E+12,-0.0194,-0.00707932,850.75,3653,Bear
11/19/2008,0.8908,0.8914,0.8652,0.869,8.89E+11,-0.0262,-0.006596503,806.58,3499.6,Bull
11/20/2008,0.869,0.8787,0.86805,0.8723,3.33E+11,0.01065,0.001646096,752.44,3352.9,Bull
