Time,Open,High,Low,Close,Volume
30.06.2006 20:00:00.000,1.20870,1.21050,1.19350,1.19570,238609000000.00
01.07.2006 20:00:00.000,1.19570,1.19570,1.19570,1.19570,0.00
02.07.2006 20:00:00.000,1.19530,1.19530,1.19030,1.19330,16364000000.00
03.07.2006 20:00:00.000,1.19330,1.19490,1.18800,1.19100,150236000000.00
04.07.2006 20:00:00.000,1.19060,1.19390,1.18650,1.19200,211119000000.00
05.07.2006 20:00:00.000,1.19250,1.19520,1.18880,1.19270,211879000000.00
06.07.2006 20:00:00.000,1.19260,1.20400,1.19040,1.19320,281623000000.00
07.07.2006 20:00:00.000,1.19350,1.19860,1.18730,1.19680,217632000000.00
08.07.2006 20:00:00.000,1.19680,1.19680,1.19680,1.19680,0.00
09.07.2006 20:00:00.000,1.19670,1.19750,1.19530,1.19670,8030000000.00
10.07.2006 20:00:00.000,1.19670,1.20850,1.19540,1.20570,163765000000.00
11.07.2006 20:00:00.000,1.20530,1.22560,1.20480,1.22150,218838000000.00
12.07.2006 20:00:00.000,1.22160,1.22220,1.20600,1.20760,174150000000.00
13.07.2006 20:00:00.000,1.20780,1.21240,1.20520,1.20950,163152000000.00
14.07.2006 20:00:00.000,1.20960,1.21360,1.20200,1.20340,146203000000.00
15.07.2006 20:00:00.000,1.20340,1.20340,1.20340,1.20340,0.00
16.07.2006 20:00:00.000,1.20300,1.20440,1.20150,1.20440,8473000000.00
17.07.2006 20:00:00.000,1.20440,1.20880,1.20350,1.20610,164965000000.00
18.07.2006 20:00:00.000,1.20590,1.20620,1.19510,1.20290,220999000000.00
19.07.2006 20:00:00.000,1.20270,1.21870,1.20160,1.21410,203135000000.00
20.07.2006 20:00:00.000,1.21430,1.22540,1.20980,1.21570,329287000000.00
21.07.2006 20:00:00.000,1.21550,1.21890,1.20480,1.20630,216270000000.00
22.07.2006 20:00:00.000,1.20630,1.20630,1.20630,1.20630,0.00
23.07.2006 20:00:00.000,1.20630,1.20630,1.20330,1.20600,13553000000.00
24.07.2006 20:00:00.000,1.20580,1.20870,1.20240,1.20430,147915000000.00
25.07.2006 20:00:00.000,1.20460,1.20630,1.19780,1.20170,164373000000.00
26.07.2006 20:00:00.000,1.20150,1.20830,1.19620,1.20660,169884000000.00
27.07.2006 20:00:00.000,1.20680,1.21490,1.20330,1.21280,166651000000.00
28.07.2006 20:00:00.000,1.21260,1.21600,1.20710,1.21210,158732000000.00
29.07.2006 20:00:00.000,1.21210,1.21210,1.21210,1.21210,0.00
30.07.2006 20:00:00.000,1.21210,1.21280,1.21150,1.21230,3821000000.00
31.07.2006 20:00:00.000,1.21210,1.22490,1.21200,1.21910,216823000000.00
01.08.2006 20:00:00.000,1.21910,1.22530,1.21810,1.21930,221306000000.00
02.08.2006 20:00:00.000,1.21930,1.23440,1.21460,1.23290,165754000000.00
03.08.2006 20:00:00.000,1.23300,1.24020,1.22990,1.23860,164879000000.00
04.08.2006 20:00:00.000,1.23840,1.23950,1.23070,1.23690,155554000000.00
05.08.2006 20:00:00.000,1.23690,1.23690,1.23690,1.23690,0.00
06.08.2006 20:00:00.000,1.23690,1.23690,1.23200,1.23290,11003000000.00
07.08.2006 20:00:00.000,1.23310,1.23890,1.23100,1.23600,194011000000.00
08.08.2006 20:00:00.000,1.23610,1.24140,1.23260,1.23560,190039000000.00
09.08.2006 20:00:00.000,1.23560,1.24260,1.23320,1.23820,240217000000.00
10.08.2006 20:00:00.000,1.23820,1.24780,1.23710,1.24570,248047000000.00
11.08.2006 20:00:00.000,1.24550,1.24860,1.23830,1.24400,192689000000.00
12.08.2006 20:00:00.000,1.24400,1.24400,1.24400,1.24400,0.00
13.08.2006 20:00:00.000,1.24390,1.24660,1.24370,1.24510,6395000000.00
14.08.2006 20:00:00.000,1.24540,1.24550,1.23420,1.23490,182060000000.00
15.08.2006 20:00:00.000,1.23490,1.23730,1.22950,1.23570,219452000000.00
16.08.2006 20:00:00.000,1.23570,1.23680,1.22540,1.22610,234059000000.00
17.08.2006 20:00:00.000,1.22610,1.22940,1.21510,1.21840,211156000000.00
18.08.2006 20:00:00.000,1.21840,1.21940,1.21240,1.21500,171112000000.00
19.08.2006 20:00:00.000,1.21500,1.21500,1.21500,1.21500,0.00
20.08.2006 20:00:00.000,1.21630,1.21690,1.21520,1.21610,9831000000.00
21.08.2006 20:00:00.000,1.21630,1.22430,1.21560,1.22290,193343000000.00
22.08.2006 20:00:00.000,1.22300,1.22540,1.21850,1.22210,194404000000.00
23.08.2006 20:00:00.000,1.22210,1.22810,1.21580,1.22570,231188000000.00
24.08.2006 20:00:00.000,1.22570,1.23270,1.22560,1.22810,213680000000.00
25.08.2006 20:00:00.000,1.22810,1.23410,1.22700,1.22820,178826000000.00
26.08.2006 20:00:00.000,1.22820,1.22820,1.22820,1.22820,0.00
27.08.2006 20:00:00.000,1.22820,1.23450,1.22790,1.23370,20614000000.00
28.08.2006 20:00:00.000,1.23370,1.23460,1.22140,1.22220,194119000000.00
29.08.2006 20:00:00.000,1.22220,1.22360,1.21600,1.22160,196097000000.00
30.08.2006 20:00:00.000,1.22160,1.23570,1.21840,1.23400,244263000000.00
31.08.2006 20:00:00.000,1.23390,1.25250,1.23210,1.24770,210434000000.00
01.09.2006 20:00:00.000,1.24710,1.25890,1.24610,1.25110,246975000000.00
02.09.2006 20:00:00.000,1.25110,1.25110,1.25110,1.25110,0.00
03.09.2006 20:00:00.000,1.25110,1.25450,1.25110,1.25340,6732000000.00
04.09.2006 20:00:00.000,1.25300,1.25840,1.25000,1.25030,109505000000.00
05.09.2006 20:00:00.000,1.25050,1.25160,1.24420,1.24580,158212000000.00
06.09.2006 20:00:00.000,1.24590,1.25370,1.24020,1.24190,194257000000.00
07.09.2006 20:00:00.000,1.24190,1.24520,1.23820,1.24060,219817000000.00
08.09.2006 20:00:00.000,1.24050,1.24590,1.23710,1.24100,219086000000.00
09.09.2006 20:00:00.000,1.24100,1.24100,1.24100,1.24100,0.00
10.09.2006 20:00:00.000,1.24060,1.24150,1.23910,1.24130,15712000000.00
11.09.2006 20:00:00.000,1.24130,1.24140,1.22670,1.22950,189539000000.00
12.09.2006 20:00:00.000,1.22950,1.23160,1.22440,1.22850,233373000000.00
13.09.2006 20:00:00.000,1.22810,1.23300,1.22600,1.22720,206086000000.00
14.09.2006 20:00:00.000,1.22740,1.22740,1.21930,1.22310,206912000000.00
15.09.2006 20:00:00.000,1.22300,1.23090,1.22000,1.22360,201498000000.00
16.09.2006 20:00:00.000,1.22360,1.22360,1.22360,1.22360,0.00
17.09.2006 20:00:00.000,1.22320,1.22330,1.21420,1.21640,26541000000.00
18.09.2006 20:00:00.000,1.21640,1.21740,1.20970,1.21420,187635000000.00
19.09.2006 20:00:00.000,1.21450,1.21910,1.21050,1.21150,215493000000.00
20.09.2006 20:00:00.000,1.21160,1.22680,1.21070,1.22610,250488000000.00
21.09.2006 20:00:00.000,1.22610,1.22690,1.21320,1.21420,293220000000.00
22.09.2006 20:00:00.000,1.21420,1.21680,1.20210,1.20390,355724000000.00
23.09.2006 20:00:00.000,1.20390,1.20390,1.20390,1.20390,0.00
24.09.2006 20:00:00.000,1.20350,1.20390,1.20140,1.20335,17919000000.00
25.09.2006 20:00:00.000,1.20335,1.20795,1.20090,1.20720,760170000000.00
26.09.2006 20:00:00.000,1.20720,1.20830,1.19780,1.20100,947602000000.00
27.09.2006 20:00:00.000,1.20100,1.20700,1.19920,1.20550,1016796000000.00
