@relation whatever

@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute Volume numeric
@attribute Range numeric
@attribute Change numeric
@attribute SP500 numeric
@attribute NIKKEI numeric
@attribute Class { Bear , Bull } 


@data
116.76 , 116.81 , 115.94 , 116.095 , 60896000000 , -0.87 , -0.002592143 , 1330.63 , 13603.02 , Bear 
116.095 , 116.24 , 115.15 , 115.6 , 1.38E+12 , -1.09 , -0.001855682 , 1331.34 , 12992.18 , Bull 
115.59 , 116.89 , 115.585 , 116.79 , 1.49E+12 , 1.305 , 0.004447824 , 1326.75 , 12992.28 , Bear 
116.79 , 116.83 , 115.55 , 115.69 , 1.34E+12 , -1.28 , -0.004109837 , 1333.7 , 12972.06 , Bull 
115.69 , 117.48 , 115.57 , 117.16 , 1.62E+12 , 1.91 , 0.005483542 , 1304.34 , 13215.42 , Bull 
117.16 , 118.38 , 117.12 , 118.305 , 1.20E+12 , 1.26 , 0.004223737 , 1293.37 , 12782.8 , Bear 
118.29 , 118.41 , 118.165 , 118.195 , 27825000000 , -0.245 , -0.000403995 , 1293.37 , 12782.8 , Bear 
118.195 , 118.49 , 117.2 , 117.59 , 1.33E+12 , -1.29 , -0.002228715 , 1273.37 , 12532.13 , Bear 
117.59 , 117.77 , 115.87 , 116.02 , 1.52E+12 , -1.9 , -0.005837529 , 1320.65 , 12658.28 , Bull 
116.015 , 117.57 , 115.76 , 117.28 , 1.58E+12 , 1.81 , 0.004691096 , 1308.77 , 12861.13 , Bear 
117.28 , 117.78 , 117.02 , 117.16 , 1.33E+12 , -0.76 , -0.000444594 , 1315.48 , 12433.44 , Bear 
117.15 , 117.24 , 116.5 , 116.73 , 1.46E+12 , -0.74 , -0.001596877 , 1288.14 , 12241.6 , Bear 
116.65 , 116.67 , 116.22 , 116.41 , 35358000000 , -0.45 , -0.001192196 , 1288.14 , 12241.6 , Bull 
116.4 , 117.76 , 116.39 , 117.62 , 1.18E+12 , 1.37 , 0.004490886 , 1276.6 , 11787.51 , Bear 
117.62 , 118.01 , 116.92 , 117.26 , 1.33E+12 , -1.09 , -0.001331285 , 1330.74 , 11964.16 , Bull 
117.26 , 117.95 , 117.155 , 117.43 , 1.05E+12 , 0.795 , 0.000629171 , 1298.42 , 12260.44 , Bull 
117.43 , 118.3 , 117.24 , 118.11 , 1.36E+12 , 1.06 , 0.002507609 , 1329.51 , 12260.44 , Bear 
118.11 , 118.25 , 117.4 , 118.07 , 1.20E+12 , -0.85 , -0.000147106 , 1329.51 , 12482.57 , Bear 
118.04 , 118.12 , 117.77 , 118.04 , 29957000000 , -0.35 , -0.000110362 , 1329.51 , 12482.57 , Bull 
118.04 , 118.425 , 117.63 , 118.225 , 1.18E+12 , 0.795 , 0.000680122 , 1349.88 , 12480.09 , Bear 
118.23 , 118.38 , 117.66 , 117.97 , 1.37E+12 , -0.72 , -0.000937743 , 1352.99 , 12745.22 , Bear 
117.97 , 117.99 , 116.37 , 116.91 , 1.49E+12 , -1.62 , -0.003919919 , 1341.13 , 12706.63 , Bull 
116.92 , 118.15 , 116.67 , 118.1 , 1.33E+12 , 1.48 , 0.004398237 , 1325.76 , 12604.58 , Bear 
118.1 , 118.395 , 117.205 , 117.66 , 1.38E+12 , -1.19 , -0.001621054 , 1315.22 , 12820.47 , Bull 
117.74 , 117.87 , 117.38 , 117.76 , 67766000000 , 0.49 , 0.000368953 , 1315.22 , 12820.47 , Bull 
117.76 , 118.07 , 117.5 , 117.84 , 1.37E+12 , 0.57 , 0.000294937 , 1322.7 , 12525.54 , Bull 
117.84 , 118.99 , 117.7 , 118.88 , 1.35E+12 , 1.29 , 0.003816063 , 1370.18 , 12656.42 , Bear 
118.88 , 119.08 , 118.54 , 118.68 , 8.27E+11 , -0.54 , -0.000731259 , 1367.53 , 13189.36 , Bull 
118.68 , 118.99 , 118.43 , 118.72 , 6.06E+11 , 0.56 , 0.00014635 , 1369.31 , 13389.9 , Bull 
118.71 , 119.39 , 118.65 , 119.24 , 1.99E+11 , 0.74 , 0.001898079 , 1370.4 , 13293.22 , Bull 
119.32 , 119.39 , 119.11 , 119.35 , 15214000000 , 0.28 , 0.000400456 , 1370.4 , 13293.22 , Bear 
119.37 , 119.4 , 119.12 , 119.27 , 2.72E+11 , -0.28 , -0.000291204 , 1372.54 , 13450.23 , Bear 
119.27 , 119.3 , 118.75 , 119.17 , 7.60E+11 , -0.55 , -0.00036428 , 1365.54 , 13250.43 , Bull 
119.17 , 119.54 , 118.86 , 119.33 , 7.59E+11 , 0.68 , 0.000582701 , 1354.49 , 13111.89 , Bear 
119.33 , 119.51 , 118.79 , 119 , 6.76E+11 , -0.72 , -0.001202679 , 1360.55 , 12945.3 , Bull 
118.995 , 119.565 , 118.18 , 119.2 , 4.31E+11 , 1.385 , 0.000729294 , 1332.83 , 13323.73 , Bull 
119.2 , 119.73 , 119.15 , 119.265 , 39723000000 , 0.58 , 0.000236757 , 1332.83 , 13323.73 , Bull 
119.265 , 119.86 , 118.98 , 119.74 , 6.84E+11 , 0.88 , 0.001726241 , 1328.32 , 12917.51 , Bear 
119.74 , 119.8 , 118.79 , 118.81 , 9.73E+11 , -1.01 , -0.003386258 , 1334.43 , 12990.58 , Bear 
118.81 , 118.9 , 118.11 , 118.355 , 9.26E+11 , -0.79 , -0.001666386 , 1364.71 , 13146.13 , Bull 
118.355 , 118.585 , 117.61 , 118.42 , 9.71E+11 , 0.975 , 0.000238447 , 1365.56 , 13398.3 , Bull 
118.42 , 118.955 , 118.42 , 118.68 , 6.20E+11 , 0.535 , 0.000952481 , 1390.33 , 13476.45 , Bull 
118.67 , 118.96 , 118.57 , 118.77 , 11694000000 , 0.39 , 0.000329219 , 1390.33 , 13476.45 , Bear 
118.77 , 119.03 , 118.225 , 118.45 , 7.64E+11 , -0.805 , -0.001171691 , 1388.17 , 13696.55 , Bull 
118.45 , 118.94 , 118.2 , 118.58 , 8.40E+11 , 0.74 , 0.000476381 , 1375.94 , 13547.82 , Bull 
118.58 , 118.84 , 118.26 , 118.65 , 8.02E+11 , 0.58 , 0.000256297 , 1379.93 , 13579.16 , Bull 
118.65 , 119.67 , 118.53 , 119.545 , 9.12E+11 , 1.14 , 0.003263674 , 1388.82 , 13540.87 , Bear 
119.545 , 119.76 , 118.88 , 119.47 , 7.71E+11 , -0.88 , -0.000272553 , 1397.84 , 13863.47 , Bear 
119.46 , 119.71 , 119.11 , 119.38 , 47389000000 , -0.6 , -0.000327289 , 1397.84 , 13863.47 , Bull 
119.38 , 119.75 , 119.295 , 119.45 , 1.29E+12 , 0.455 , 0.00025458 , 1396.37 , 13894.37 , Bull 
119.45 , 119.89 , 119.07 , 119.78 , 1.94E+12 , 0.82 , 0.001198155 , 1390.94 , 13894.37 , Bull 
119.78 , 120.29 , 119.49 , 120.18 , 2.26E+12 , 0.8 , 0.001447891 , 1385.59 , 13849.99 , Bull 
120.18 , 120.465 , 119.965 , 120.38 , 1.46E+12 , 0.5 , 0.000722139 , 1409.34 , 13766.86 , Bear 
120.38 , 120.46 , 119.9 , 120.28 , 1.26E+12 , -0.56 , -0.00036092 , 1413.9 , 14049.26 , Bear 
120.47 , 120.47 , 119.99 , 120.09 , 48283000000 , -0.48 , -0.000686575 , 1413.9 , 14049.26 , Bull 
120.105 , 120.13 , 119.76 , 120.1 , 1.09E+12 , 0.37 , 3.61626E-05 , 1407.49 , 14049.26 , Bear 
120.1 , 120.13 , 119.52 , 119.95 , 2.61E+12 , -0.61 , -0.000542755 , 1418.26 , 14049.26 , Bull 
119.95 , 120.23 , 119.625 , 120.15 , 2.33E+12 , 0.605 , 0.000723523 , 1392.57 , 14102.48 , Bear 
120.15 , 120.53 , 119.7 , 119.895 , 3.67E+12 , -0.83 , -0.000922703 , 1397.68 , 13943.26 , Bull 
119.895 , 120.27 , 119.47 , 120.19 , 3.09E+12 , 0.8 , 0.001067263 , 1388.28 , 13655.34 , Bear 
120.26 , 120.27 , 120.035 , 120.105 , 73507000000 , -0.235 , -0.000307248 , 1388.28 , 13655.34 , Bull 
120.11 , 120.495 , 120.04 , 120.45 , 2.54E+12 , 0.455 , 0.001245717 , 1403.58 , 13743.36 , Bear 
120.45 , 120.575 , 120.12 , 120.23 , 3.06E+12 , -0.455 , -0.000793957 , 1403.04 , 13953.73 , Bull 
120.23 , 120.84 , 120.15 , 120.8 , 3.10E+12 , 0.69 , 0.002054087 , 1408.66 , 14118.55 , Bull 
120.8 , 121.37 , 120.74 , 121.29 , 2.52E+12 , 0.63 , 0.001758062 , 1423.57 , 14251.74 , Bear 
121.29 , 121.39 , 120.685 , 121.14 , 2.12E+12 , -0.705 , -0.000537427 , 1425.35 , 14219.48 , Bull 
121.1 , 121.19 , 120.89 , 121.145 , 83438000000 , 0.3 , 1.79249E-05 , 1425.35 , 14219.48 , Bull 
121.145 , 121.63 , 121.11 , 121.46 , 1.87E+12 , 0.52 , 0.001127783 , 1426.63 , 14269.61 , Bull 
121.46 , 121.71 , 121.2 , 121.7 , 1.94E+12 , 0.51 , 0.000857301 , 1413.4 , 14160.09 , Bear 
121.7 , 121.87 , 121.31 , 121.56 , 2.52E+12 , -0.56 , -0.000499887 , 1390.71 , 13926.3 , Bear 
121.56 , 121.68 , 121.15 , 121.3 , 2.52E+12 , -0.53 , -0.000929891 , 1394.35 , 13978.46 , Bull 
121.3 , 121.87 , 120.85 , 121.74 , 2.05E+12 , 1.02 , 0.001572497 , 1375.93 , 14012.2 , Bull 
121.73 , 121.82 , 121.67 , 121.78 , 36591000000 , 0.15 , 0.000142672 , 1375.93 , 14012.2 , Bear 
121.78 , 121.79 , 121.53 , 121.65 , 4.60E+11 , -0.26 , -0.000463856 , 1375.93 , 13690.19 , Bear 
121.65 , 121.81 , 121.18 , 121.59 , 2.64E+12 , -0.63 , -0.000214255 , 1385.35 , 13893.31 , Bear 
121.585 , 121.77 , 121.285 , 121.56 , 2.76E+12 , -0.485 , -0.000107167 , 1390.84 , 13709.44 , Bull 
121.55 , 121.975 , 121.44 , 121.72 , 2.27E+12 , 0.535 , 0.000571252 , 1398.26 , 14124.47 , Bull 
121.73 , 122.16 , 121.66 , 122.11 , 1.92E+12 , 0.5 , 0.001389288 , 1400.38 , 14338.54 , Bear 
122 , 122.11 , 121.96 , 122.02 , 43051000000 , -0.15 , -0.000320211 , 1400.38 , 14338.54 , Bear 
122.02 , 122.12 , 121.545 , 121.62 , 2.03E+12 , -0.575 , -0.001426022 , 1385.67 , 14440.14 , Bear 
121.62 , 121.94 , 121.115 , 121.44 , 2.38E+12 , -0.825 , -0.000643241 , 1377.65 , 14209.17 , Bear 
121.425 , 121.51 , 120.87 , 120.88 , 3.19E+12 , -0.64 , -0.002007307 , 1377.2 , 14435.57 , Bull 
120.87 , 121.56 , 120.77 , 121.13 , 3.71E+12 , 0.79 , 0.000897266 , 1404.05 , 14341.12 , Bull 
121.13 , 121.83 , 120.77 , 121.61 , 2.93E+12 , 1.06 , 0.001717571 , 1360.68 , 14489.44 , Bull 
121.68 , 121.79 , 121.53 , 121.66 , 1.06E+11 , 0.26 , 0.000178524 , 1360.68 , 14489.44 , Bull 
121.66 , 121.84 , 121.48 , 121.76 , 2.09E+12 , 0.36 , 0.000356827 , 1361.76 , 14181.38 , Bear 
121.76 , 121.86 , 121.54 , 121.55 , 2.07E+12 , -0.32 , -0.000749676 , 1358.44 , 14021.17 , Bull 
121.55 , 122.76 , 121.48 , 122.57 , 2.59E+12 , 1.28 , 0.003629223 , 1335.49 , 14183.48 , Bull 
122.57 , 123.12 , 122.52 , 123.03 , 1.68E+12 , 0.6 , 0.001626838 , 1339.87 , 13888.6 , Bull 
123.03 , 123.66 , 122.86 , 123.43 , 1.96E+12 , 0.8 , 0.001409705 , 1360.03 , 13973.73 , Bull 
123.41 , 123.55 , 123.33 , 123.485 , 68683000000 , 0.22 , 0.000193477 , 1360.03 , 13973.73 , Bull 
123.485 , 123.75 , 123.28 , 123.63 , 2.14E+12 , 0.47 , 0.000509663 , 1360.14 , 14354.37 , Bear 
123.63 , 123.71 , 123.28 , 123.42 , 2.79E+12 , -0.43 , -0.000738327 , 1350.93 , 14348.37 , Bull 
123.415 , 123.68 , 123.1 , 123.555 , 2.74E+12 , 0.58 , 0.000474783 , 1337.81 , 14452.82 , Bull 
123.555 , 123.77 , 123.47 , 123.77 , 2.20E+12 , 0.3 , 0.000755066 , 1342.83 , 14130.17 , Bull 
123.77 , 124.14 , 123.71 , 123.79 , 2.48E+12 , 0.43 , 7.0172E-05 , 1317.93 , 13942.08 , Bull 
123.87 , 123.95 , 123.59 , 123.835 , 91545000000 , 0.36 , 0.000157846 , 1317.93 , 13942.08 , Bear 
123.835 , 123.94 , 123.27 , 123.55 , 2.52E+12 , -0.67 , -0.001000659 , 1318 , 13857.47 , Bear 
123.55 , 123.63 , 122.81 , 122.92 , 3.42E+12 , -0.82 , -0.002220198 , 1314.29 , 13849.56 , Bull 
122.92 , 123.36 , 122.225 , 123.28 , 3.91E+12 , 1.135 , 0.001270074 , 1321.97 , 13829.92 , Bear 
123.28 , 123.31 , 122.78 , 123.21 , 3.34E+12 , -0.53 , -0.000246668 , 1283.15 , 13822.32 , Bear 
123.21 , 123.56 , 122.93 , 123.15 , 3.00E+12 , -0.63 , -0.000211541 , 1278.38 , 13544.36 , Bull 
122.95 , 123.25 , 122.895 , 123.21 , 93611000000 , 0.355 , 0.000211541 , 1278.38 , 13544.36 , Bear 
123.21 , 123.28 , 122.07 , 122.28 , 2.98E+12 , -1.21 , -0.003290528 , 1280 , 13481.38 , Bull 
122.28 , 122.68 , 122.125 , 122.445 , 2.94E+12 , 0.555 , 0.000585626 , 1284.91 , 13463.2 , Bull 
122.445 , 122.74 , 122.2 , 122.72 , 1.51E+12 , 0.54 , 0.000974291 , 1261.52 , 13286.37 , Bull 
122.72 , 123.02 , 122.33 , 122.93 , 3.23E+12 , 0.69 , 0.000742535 , 1262.9 , 13265.4 , Bull 
122.96 , 123.55 , 122.83 , 123.29 , 2.93E+12 , 0.72 , 0.001269971 , 1262.9 , 13237.89 , Bull 
123.39 , 123.48 , 123.18 , 123.46 , 89964000000 , 0.3 , 0.00059842 , 1262.9 , 13237.89 , Bear 
123.46 , 123.67 , 123.2 , 123.32 , 2.58E+12 , -0.47 , -0.000492757 , 1252.31 , 13360.04 , Bear 
123.3 , 123.48 , 120.99 , 121.71 , 4.93E+12 , -2.49 , -0.005707254 , 1273.7 , 13033.1 , Bull 
121.72 , 122.52 , 121.06 , 122.34 , 5.53E+12 , 1.46 , 0.002242214 , 1244.69 , 13052.13 , Bull 
122.35 , 122.59 , 121.825 , 122.42 , 4.06E+12 , 0.765 , 0.000283899 , 1253.39 , 13067.21 , Bear 
122.42 , 122.62 , 121.88 , 121.96 , 3.67E+12 , -0.74 , -0.001634959 , 1239.49 , 13039.69 , Bull 
121.88 , 122.12 , 121.8 , 122.06 , 27099000000 , 0.32 , 0.00035595 , 1239.49 , 13039.69 , Bear 
122.06 , 122.18 , 121.54 , 121.85 , 2.96E+12 , -0.64 , -0.000747832 , 1228.3 , 13010.16 , Bull 
121.85 , 122.41 , 121.69 , 122.085 , 3.72E+12 , 0.72 , 0.000836774 , 1214.91 , 12754.56 , Bear 
122.085 , 122.29 , 121.58 , 121.94 , 4.52E+12 , -0.71 , -0.000516117 , 1245.36 , 12760.8 , Bull 
121.94 , 122.18 , 121.76 , 122.095 , 3.52E+12 , 0.42 , 0.000551689 , 1260.32 , 12887.95 , Bear 
122.1 , 122.44 , 120.87 , 121.19 , 4.29E+12 , -1.57 , -0.003231094 , 1260.68 , 12803.7 , Bull 
121.4 , 122.2 , 121.22 , 121.29 , 92865000000 , 0.98 , 0.000358211 , 1260.68 , 12803.7 , Bear 
121.3 , 121.52 , 120.8 , 120.96 , 3.64E+12 , -0.72 , -0.001183218 , 1260 , 12803.7 , Bear 
120.96 , 120.99 , 119.98 , 120.26 , 3.98E+12 , -1.01 , -0.002520579 , 1277 , 13184.96 , Bull 
120.26 , 120.64 , 119.805 , 120.57 , 4.66E+12 , 0.835 , 0.001118061 , 1282.19 , 13312.93 , Bear 
120.57 , 120.74 , 118.01 , 118.89 , 4.86E+12 , -2.73 , -0.006093934 , 1252.54 , 13603.31 , Bear 
118.88 , 119.29 , 118.42 , 118.71 , 4.82E+12 , -0.87 , -0.000658022 , 1257.76 , 13334.76 , Bear 
118.61 , 118.76 , 118.02 , 118.32 , 1.92E+11 , -0.74 , -0.001429144 , 1257.76 , 13334.76 , Bull 
118.33 , 119.25 , 118.08 , 119.2 , 4.54E+12 , 1.17 , 0.003218094 , 1234.37 , 13353.78 , Bear 
119.2 , 119.49 , 118.34 , 118.51 , 4.40E+12 , -1.15 , -0.002521257 , 1263.2 , 13159.45 , Bull 
118.51 , 119.16 , 117.6 , 118.86 , 4.88E+12 , 1.56 , 0.001280728 , 1284.26 , 13367.79 , Bull 
118.86 , 119.37 , 118.33 , 119.15 , 3.52E+12 , 1.04 , 0.001058321 , 1267.38 , 13376.81 , Bear 
119.15 , 119.31 , 117.8 , 118.03 , 3.28E+12 , -1.51 , -0.00410164 , 1260.31 , 13094.59 , Bear 
118.03 , 118.2 , 117.18 , 117.58 , 2.05E+11 , -1.02 , -0.001658951 , 1260.31 , 13094.59 , Bull 
117.58 , 119.1 , 117.36 , 118.72 , 4.12E+12 , 1.74 , 0.004190432 , 1249.01 , 12933.18 , Bull 
118.72 , 119.04 , 117.97 , 119.03 , 3.53E+12 , 1.07 , 0.001132546 , 1284.88 , 12914.66 , Bull 
119.03 , 119.83 , 118.735 , 119.715 , 3.57E+12 , 1.095 , 0.002492136 , 1289.19 , 13254.89 , Bear 
119.71 , 119.76 , 117.8 , 117.925 , 4.49E+12 , -1.96 , -0.006542685 , 1266.07 , 13124.99 , Bull 
117.925 , 118.74 , 117.205 , 118.3 , 4.70E+12 , 1.535 , 0.00137886 , 1296.32 , 13168.41 , Bull 
118.37 , 118.48 , 117.46 , 118.3 , 1.30E+11 , 1.02 , 0 , 1296.32 , 13168.41 , Bear 
118.31 , 118.57 , 117.68 , 118.25 , 4.23E+12 , -0.89 , -0.000183595 , 1305.32 , 13430.91 , Bear 
118.25 , 118.52 , 117.36 , 117.53 , 5.07E+12 , -1.16 , -0.002652413 , 1289.59 , 13303.6 , Bear 
117.52 , 117.65 , 116.24 , 116.29 , 5.71E+12 , -1.41 , -0.004606366 , 1285.83 , 13023.05 , Bear 
116.29 , 116.74 , 111.99 , 113.7 , 4.98E+12 , -4.75 , -0.009781906 , 1292.93 , 12956.8 , Bull 
113.7 , 114.9 , 111.59 , 114.18 , 3.72E+12 , 3.31 , 0.001829574 , 1298.2 , 13019.41 , Bull 
114.33 , 114.63 , 113.66 , 114.23 , 1.17E+11 , 0.97 , 0.000190138 , 1298.2 , 13019.41 , Bull 
114.23 , 115.5 , 114.15 , 114.69 , 4.60E+12 , 1.35 , 0.001745376 , 1278.6 , 13165.45 , Bear 
114.69 , 115.24 , 113.98 , 114.42 , 3.73E+12 , -1.26 , -0.001023609 , 1266.69 , 12865.05 , Bull 
114.42 , 115.95 , 114.25 , 115.83 , 3.58E+12 , 1.7 , 0.005319113 , 1274.54 , 12851.69 , Bull 
115.83 , 117.14 , 115.6 , 116.05 , 3.63E+12 , 1.54 , 0.000824088 , 1277.72 , 12752.21 , Bull 
116.05 , 116.45 , 115.52 , 116.45 , 3.43E+12 , 0.93 , 0.001494348 , 1292.2 , 12666.04 , Bull 
116.43 , 116.75 , 116.29 , 116.65 , 1.03E+11 , 0.46 , 0.00074525 , 1292.2 , 12666.04 , Bear 
116.65 , 116.65 , 115.35 , 115.64 , 2.55E+12 , -1.3 , -0.00377666 , 1266.84 , 12878.66 , Bear 
115.63 , 115.76 , 113.855 , 113.97 , 3.66E+12 , -1.905 , -0.006317535 , 1271.51 , 12778.71 , Bull 
113.97 , 116.25 , 113.92 , 115.69 , 4.04E+12 , 2.33 , 0.006505273 , 1281.66 , 12752.96 , Bull 
115.69 , 116.075 , 115.2 , 116 , 3.92E+12 , 0.875 , 0.001162168 , 1300.68 , 12768.25 , Bear 
116 , 116.61 , 115.48 , 115.73 , 3.03E+12 , -1.13 , -0.001012036 , 1282.83 , 13072.87 , Bull 
115.75 , 115.92 , 115.64 , 115.8 , 39749000000 , 0.28 , 0.000262606 , 1282.83 , 13072.87 , Bear 
115.8 , 116.11 , 115.66 , 115.76 , 1.48E+12 , -0.45 , -0.000150041 , 1282.83 , 12834.18 , Bull 
115.76 , 116.47 , 115.33 , 116.42 , 3.41E+12 , 1.14 , 0.002469077 , 1277.58 , 12609.47 , Bear 
116.42 , 116.44 , 114.81 , 114.95 , 4.30E+12 , -1.63 , -0.005518619 , 1274.98 , 12689.59 , Bull 
114.95 , 115.65 , 114.9 , 115.46 , 2.89E+12 , 0.75 , 0.001922578 , 1236.83 , 12557.66 , Bear 
115.46 , 115.47 , 113.12 , 113.37 , 3.54E+12 , -2.35 , -0.007933407 , 1242.31 , 12212.23 , Bear 
113.37 , 113.39 , 112.6 , 112.89 , 1.07E+11 , -0.79 , -0.001842674 , 1242.31 , 12212.23 , Bull 
112.89 , 113.995 , 112.72 , 113.55 , 1.99E+12 , 1.275 , 0.002531666 , 1267.79 , 12624.46 , Bull 
113.55 , 114.38 , 113.39 , 114.12 , 2.84E+12 , 0.99 , 0.002174624 , 1224.51 , 12400.65 , Bull 
114.11 , 114.37 , 113.77 , 114.24 , 2.76E+12 , 0.6 , 0.000456431 , 1232.04 , 12346.63 , Bull 
114.24 , 115.49 , 114.115 , 114.8 , 2.75E+12 , 1.375 , 0.002123694 , 1249.05 , 12102.5 , Bull 
114.81 , 115.39 , 114.36 , 115.26 , 2.20E+12 , 1.03 , 0.001736727 , 1251.7 , 12214.76 , Bear 
115.36 , 115.4 , 115.1 , 115.25 , 52992000000 , -0.3 , -3.76812E-05 , 1251.7 , 12214.76 , Bear 
115.25 , 115.38 , 114.66 , 115.04 , 1.79E+12 , -0.72 , -0.000792061 , 1192.7 , 12214.76 , Bull 
115.04 , 116.37 , 114.78 , 115.755 , 2.02E+12 , 1.59 , 0.002690886 , 1213.6 , 11609.72 , Bull 
115.745 , 116.32 , 115.655 , 115.955 , 2.16E+12 , 0.665 , 0.000749721 , 1156.39 , 11749.79 , Bear 
115.955 , 116.005 , 113.985 , 114.93 , 2.12E+12 , -2.02 , -0.003856074 , 1206.51 , 11489.3 , Bull 
114.93 , 115.85 , 114.62 , 115.48 , 1.61E+12 , 1.23 , 0.002073369 , 1255.08 , 11920.86 , Bear 
115.47 , 115.47 , 115.21 , 115.24 , 17319000000 , -0.26 , -0.000903526 , 1255.08 , 11920.86 , Bear 
115.24 , 115.27 , 114.645 , 114.84 , 1.36E+12 , -0.625 , -0.001510066 , 1207.09 , 12090.59 , Bear 
114.84 , 114.87 , 114.025 , 114.61 , 1.64E+12 , -0.845 , -0.000870671 , 1188.22 , 12090.59 , Bull 
114.61 , 115.74 , 114.58 , 115.435 , 1.27E+12 , 1.16 , 0.003114995 , 1185.87 , 12115.03 , Bull 
115.435 , 115.89 , 115.115 , 115.53 , 1.37E+12 , 0.775 , 0.000357266 , 1209.18 , 12006.53 , Bear 
115.53 , 115.6 , 114.67 , 114.78 , 1.48E+12 , -0.93 , -0.002828553 , 1213.27 , 11893.16 , Bull 
114.79 , 114.96 , 114.66 , 114.86 , 84332000000 , 0.3 , 0.000302592 , 1213.27 , 11893.16 , Bull 
114.86 , 116.06 , 114.765 , 115.76 , 1.20E+12 , 1.295 , 0.003389706 , 1106.42 , 11743.61 , Bear 
115.76 , 115.99 , 115.28 , 115.62 , 1.29E+12 , -0.71 , -0.000525553 , 1166.36 , 11259.86 , Bull 
115.62 , 116.775 , 115.555 , 116.675 , 1.56E+12 , 1.22 , 0.003944845 , 1161.06 , 11368.26 , Bear 
116.68 , 116.76 , 116.27 , 116.435 , 1.57E+12 , -0.49 , -0.000894262 , 1114.28 , 11154.76 , Bull 
116.435 , 117.26 , 116.34 , 116.93 , 1.29E+12 , 0.92 , 0.001842402 , 1099.23 , 10938.14 , Bull 
116.92 , 117.23 , 116.84 , 117.045 , 35276000000 , 0.39 , 0.000426916 , 1099.23 , 10938.14 , Bull 
117.05 , 117.605 , 116.965 , 117.37 , 8.81E+11 , 0.64 , 0.001204239 , 1056.89 , 10473.09 , Bear 
117.37 , 117.45 , 116.81 , 117.21 , 1.73E+12 , -0.64 , -0.000592439 , 996.23 , 10155.9 , Bear 
117.21 , 117.53 , 116.96 , 117.12 , 2.42E+12 , -0.57 , -0.000333602 , 984.94 , 9203.32 , Bull 
117.12 , 117.79 , 117.01 , 117.465 , 1.85E+12 , 0.78 , 0.001277419 , 909.92 , 9157.49 , Bull 
117.465 , 117.69 , 117.14 , 117.53 , 1.73E+12 , 0.55 , 0.000240253 , 899.22 , 8276.43 , Bull 
117.59 , 117.85 , 117.39 , 117.64 , 82997000000 , 0.46 , 0.00040628 , 899.22 , 8276.43 , Bear 
117.635 , 117.95 , 117.11 , 117.425 , 2.61E+12 , -0.84 , -0.000794447 , 1003.35 , 8276.43 , Bear 
117.425 , 117.45 , 116.445 , 117.04 , 2.23E+12 , -1.005 , -0.001426256 , 998.01 , 9447.57 , Bear 
117.04 , 117.19 , 116.165 , 116.37 , 1.74E+12 , -1.025 , -0.002493279 , 907.84 , 9547.47 , Bear 
116.37 , 116.64 , 115.28 , 115.54 , 1.65E+12 , -1.36 , -0.003108671 , 946.43 , 8458.45 , Bear 
115.54 , 115.72 , 114.34 , 114.5 , 1.96E+12 , -1.38 , -0.003926877 , 940.55 , 8693.82 , Bear 
114.41 , 114.43 , 113.25 , 113.48 , 2.47E+11 , -1.18 , -0.00388616 , 940.55 , 8693.82 , Bull 
113.48 , 114.64 , 113.36 , 114.39 , 4.10E+12 , 1.28 , 0.003468733 , 985.4 , 9005.59 , Bull 
114.39 , 115.03 , 114.175 , 114.9 , 3.55E+12 , 0.855 , 0.001931969 , 955.05 , 9306.25 , Bear 
114.9 , 114.95 , 113.805 , 114.04 , 3.69E+12 , -1.145 , -0.00326282 , 896.78 , 8674.69 , Bull 
114.04 , 114.57 , 113.76 , 114.09 , 3.77E+12 , 0.81 , 0.000190371 , 908.11 , 8460.98 , Bull 
114.09 , 114.58 , 113.98 , 114.2 , 2.51E+12 , 0.6 , 0.000418524 , 876.77 , 7649.08 , Bear 
114.18 , 114.27 , 113.995 , 114.195 , 65095000000 , -0.275 , -1.90151E-05 , 876.77 , 7649.08 , Bull 
114.2 , 114.9 , 114.055 , 114.695 , 3.48E+12 , 0.845 , 0.001897397 , 848.92 , 7162.9 , Bull 
114.695 , 115.015 , 114.38 , 114.78 , 3.94E+12 , 0.635 , 0.000321735 , 940.51 , 7621.92 , Bull 
114.78 , 115.5 , 114.53 , 115.395 , 3.85E+12 , 0.97 , 0.002320771 , 930.09 , 8211.9 , Bear 
115.395 , 115.92 , 114.365 , 114.48 , 4.01E+12 , -1.555 , -0.003457371 , 954.09 , 9029.76 , Bull 
114.48 , 115.42 , 114.43 , 114.83 , 3.07E+12 , 0.99 , 0.001325744 , 968.75 , 8576.98 , Bear 
114.83 , 114.96 , 114.485 , 114.56 , 2.24E+11 , -0.475 , -0.00102236 , 968.75 , 8576.98 , Bear 
114.56 , 114.81 , 114.02 , 114.33 , 3.42E+12 , -0.79 , -0.000872801 , 966.3 , 8576.98 , Bull 
114.33 , 114.78 , 114.26 , 114.715 , 1.82E+12 , 0.52 , 0.001460006 , 1005.75 , 9114.6 , Bear 
114.715 , 114.78 , 112.045 , 112.62 , 1.67E+12 , -2.735 , -0.008004686 , 952.77 , 9521.24 , Bull 
