@relation whatever

@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute Volume numeric
@attribute Range numeric
@attribute Change numeric
@attribute SP500 numeric
@attribute FTSE numeric
@attribute Class { Bear , Bull } 


@data
1.3 , 1.3018 , 1.2999 , 1.3005 , 8555000000 , 0.0019 , 0.000133598 , 1411.63 , 6348.5 , Bull 
1.3007 , 1.304 , 1.29725 , 1.30365 , 1.12646E+12 , 0.00675 , 0.001050652 , 1416.18 , 6335.7 , Bear 
1.3037 , 1.3053 , 1.2986 , 1.2994 , 1.31372E+12 , -0.0067 , -0.001418147 , 1390.19 , 6356.5 , Bear 
1.29935 , 1.3001 , 1.2926 , 1.2936 , 1.01983E+12 , -0.0075 , -0.001942856 , 1409.13 , 6272.7 , Bear 
1.2937 , 1.30155 , 1.2879 , 1.2892 , 1.12293E+12 , -0.01365 , -0.00147971 , 1420.33 , 6222.7 , Bull 
1.2893 , 1.29445 , 1.2863 , 1.2922 , 1.00357E+12 , 0.00815 , 0.00100944 , 1401.02 , 6202 , Bull 
1.292 , 1.2933 , 1.2916 , 1.2926 , 12678000000 , 0.0017 , 0.000134415 , 1401.02 , 6202 , Bull 
1.2926 , 1.2957 , 1.2911 , 1.2931 , 5.88248E+11 , 0.0046 , 0.00016796 , 1416.25 , 6215.7 , Bear 
1.29345 , 1.2989 , 1.2908 , 1.2917 , 1.16332E+12 , -0.0081 , -0.000470452 , 1380.95 , 6025.6 , Bull 
1.2917 , 1.295 , 1.2897 , 1.2937 , 9.45364E+11 , 0.0053 , 0.000671919 , 1373.2 , 5942.9 , Bull 
1.2938 , 1.2977 , 1.28965 , 1.296 , 1.44655E+12 , 0.00805 , 0.000771423 , 1333.25 , 5902.4 , Bear 
1.296 , 1.3002 , 1.29135 , 1.2949 , 1.19924E+12 , -0.00885 , -0.000368771 , 1325.19 , 5901.7 , Bull 
1.295 , 1.2966 , 1.2949 , 1.296 , 7189000000 , 0.0017 , 0.000368771 , 1325.19 , 5901.7 , Bear 
1.296 , 1.2978 , 1.2923 , 1.2947 , 1.04497E+12 , -0.0055 , -0.000435854 , 1325.19 , 5578.2 , Bull 
1.295 , 1.3044 , 1.29285 , 1.3021 , 1.50511E+12 , 0.01155 , 0.002475191 , 1310.5 , 5740.1 , Bear 
1.3021 , 1.3037 , 1.2948 , 1.2962 , 1.3679E+12 , -0.0089 , -0.001972322 , 1338.6 , 5609.3 , Bear 
1.29615 , 1.3002 , 1.2914 , 1.2936 , 1.42397E+12 , -0.0088 , -0.00087201 , 1352.07 , 5875.8 , Bear 
1.2935 , 1.294 , 1.2878 , 1.2916 , 1.28937E+12 , -0.0062 , -0.000671971 , 1330.61 , 5869 , Bull 
1.2915 , 1.2926 , 1.2912 , 1.2919 , 10132000000 , 0.0014 , 0.000100862 , 1330.61 , 5869 , Bull 
1.2923 , 1.2967 , 1.2895 , 1.296 , 9.15468E+11 , 0.0072 , 0.001376103 , 1353.96 , 5788.9 , Bull 
1.29615 , 1.2981 , 1.2944 , 1.2963 , 1.22609E+12 , 0.0037 , 0.000100519 , 1362.3 , 5885.2 , Bull 
1.2964 , 1.3037 , 1.29245 , 1.3023 , 1.13212E+12 , 0.01125 , 0.00200552 , 1355.81 , 5837.3 , Bear 
1.3023 , 1.30525 , 1.3001 , 1.3012 , 1.19809E+12 , -0.00515 , -0.000366986 , 1378.55 , 5879.8 , Bear 
1.30155 , 1.3065 , 1.2948 , 1.2958 , 1.22036E+12 , -0.0117 , -0.001806079 , 1395.42 , 6029.2 , Bull 
1.2961 , 1.2966 , 1.295 , 1.296 , 20475000000 , 0.0016 , 6.70259E-05 , 1395.42 , 6029.2 , Bear 
1.296 , 1.2966 , 1.2914 , 1.2932 , 1.13121E+12 , -0.0052 , -0.000939306 , 1380.82 , 6026.2 , Bull 
1.2932 , 1.2992 , 1.291 , 1.29825 , 1.25395E+12 , 0.0082 , 0.001692635 , 1336.64 , 5868 , Bull 
1.29825 , 1.3024 , 1.2965 , 1.3022 , 1.02256E+12 , 0.0059 , 0.00131936 , 1326.45 , 5875.4 , Bull 
1.3022 , 1.3044 , 1.2976 , 1.3035 , 1.02816E+12 , 0.0068 , 0.000433344 , 1336.91 , 5724.1 , Bear 
1.3037 , 1.3046 , 1.298 , 1.3008 , 1.14495E+12 , -0.0066 , -0.000900507 , 1331.29 , 5784 , Bull 
1.3008 , 1.3026 , 1.2984 , 1.3018 , 5745000000 , 0.0042 , 0.000333739 , 1331.29 , 5784 , Bear 
1.3014 , 1.3037 , 1.294 , 1.2956 , 7.66391E+11 , -0.0097 , -0.002073328 , 1339.13 , 5707.7 , Bull 
1.2957 , 1.3044 , 1.295 , 1.3031 , 9.56682E+11 , 0.0094 , 0.002506805 , 1348.86 , 5910 , Bull 
1.3026 , 1.3151 , 1.3023 , 1.31385 , 1.48344E+12 , 0.0128 , 0.003568041 , 1367.21 , 5880.1 , Bear 
1.31385 , 1.3173 , 1.31185 , 1.31335 , 1.37772E+12 , -0.00545 , -0.000165307 , 1348.86 , 5879.3 , Bull 
1.31335 , 1.3145 , 1.3094 , 1.3137 , 1.1516E+12 , 0.0051 , 0.000115721 , 1349.99 , 5787.6 , Bull 
1.3136 , 1.3164 , 1.3136 , 1.3147 , 10040000000 , 0.0028 , 0.000330463 , 1349.99 , 5787.6 , Bull 
1.31475 , 1.3163 , 1.312 , 1.3151 , 5.05054E+11 , 0.0043 , 0.000132115 , 1349.99 , 5787.6 , Bear 
1.3151 , 1.31895 , 1.3128 , 1.3147 , 1.13994E+12 , -0.00615 , -0.000132115 , 1348.78 , 5966.9 , Bear 
1.3146 , 1.3166 , 1.3112 , 1.3137 , 1.4744E+12 , -0.0054 , -0.000330463 , 1360.03 , 5893.6 , Bear 
1.3137 , 1.3142 , 1.308 , 1.3122 , 1.49812E+12 , -0.0062 , -0.000496166 , 1342.53 , 5932.2 , Bull 
1.3123 , 1.3188 , 1.3101 , 1.3164 , 1.00576E+12 , 0.0087 , 0.00138784 , 1353.11 , 5888.5 , Bull 
1.3166 , 1.3187 , 1.3161 , 1.31815 , 25779000000 , 0.0026 , 0.00057696 , 1353.11 , 5888.5 , Bull 
1.3182 , 1.3198 , 1.3147 , 1.3193 , 1.48184E+12 , 0.0051 , 0.000378728 , 1371.8 , 5999.5 , Bull 
1.31935 , 1.3259 , 1.3159 , 1.3227 , 1.60869E+12 , 0.01 , 0.001117791 , 1381.29 , 6087.4 , Bull 
1.32305 , 1.3238 , 1.3178 , 1.3228 , 1.21053E+12 , 0.006 , 3.28327E-05 , 1380.02 , 6076.5 , Bear 
1.3227 , 1.3241 , 1.3155 , 1.3165 , 2.06908E+12 , -0.0086 , -0.002073323 , 1367.68 , 5965.7 , Bull 
1.3168 , 1.3201 , 1.31425 , 1.3191 , 1.34152E+12 , 0.00585 , 0.000856857 , 1330.63 , 5884.3 , Bear 
1.3189 , 1.3212 , 1.31825 , 1.31825 , 60881000000 , -0.00295 , -0.00027994 , 1330.63 , 5884.3 , Bear 
1.31825 , 1.3194 , 1.30725 , 1.30855 , 1.85595E+12 , -0.01215 , -0.003207458 , 1331.34 , 5818.6 , Bull 
1.3083 , 1.314 , 1.308 , 1.3135 , 2.10642E+12 , 0.006 , 0.001639755 , 1326.75 , 5767.7 , Bull 
1.3136 , 1.3185 , 1.3109 , 1.3175 , 1.85369E+12 , 0.0076 , 0.001320547 , 1333.7 , 5853.5 , Bear 
1.3176 , 1.3182 , 1.3116 , 1.3137 , 1.5128E+12 , -0.0066 , -0.001254424 , 1304.34 , 5766.4 , Bear 
1.3137 , 1.316 , 1.3087 , 1.31125 , 1.38556E+12 , -0.0073 , -0.000810699 , 1293.37 , 5699.9 , Bull 
1.3119 , 1.3146 , 1.3107 , 1.3125 , 34947000000 , 0.0039 , 0.000413811 , 1293.37 , 5699.9 , Bull 
1.3125 , 1.3201 , 1.3104 , 1.3187 , 1.68569E+12 , 0.0097 , 0.002046694 , 1273.37 , 5629.1 , Bull 
1.31865 , 1.3221 , 1.3155 , 1.3188 , 1.63265E+12 , 0.0066 , 3.29323E-05 , 1320.65 , 5690.4 , Bull 
1.3187 , 1.3245 , 1.31765 , 1.32325 , 1.56969E+12 , 0.00685 , 0.001462964 , 1308.77 , 5776.4 , Bull 
1.3233 , 1.3281 , 1.3193 , 1.3279 , 1.94192E+12 , 0.0088 , 0.001523468 , 1315.48 , 5692.4 , Bull 
1.3279 , 1.3339 , 1.3273 , 1.3313 , 1.72986E+12 , 0.0066 , 0.001110561 , 1288.14 , 5631.7 , Bull 
1.331 , 1.3321 , 1.3304 , 1.3317 , 26281000000 , 0.0017 , 0.000130468 , 1288.14 , 5631.7 , Bear 
1.3317 , 1.3325 , 1.32795 , 1.3311 , 1.2896E+12 , -0.00455 , -0.000195716 , 1276.6 , 5414.4 , Bull 
1.3311 , 1.3324 , 1.32715 , 1.3315 , 1.65995E+12 , 0.00525 , 0.000130487 , 1330.74 , 5605.8 , Bull 
1.3315 , 1.3411 , 1.3287 , 1.3397 , 1.59976E+12 , 0.0124 , 0.002666387 , 1298.42 , 5545.6 , Bear 
1.3397 , 1.3402 , 1.33105 , 1.3328 , 1.63338E+12 , -0.00915 , -0.002242573 , 1329.51 , 5495.2 , Bear 
1.3332 , 1.3342 , 1.3278 , 1.3283 , 1.62098E+12 , -0.0064 , -0.001468811 , 1329.51 , 5495.2 , Bear 
1.3281 , 1.3296 , 1.3257 , 1.3273 , 61660000000 , -0.0039 , -0.000327078 , 1329.51 , 5495.2 , Bull 
1.3273 , 1.3347 , 1.3254 , 1.3328 , 1.36375E+12 , 0.0093 , 0.00179589 , 1349.88 , 5495.2 , Bull 
1.3328 , 1.3368 , 1.33 , 1.3349 , 1.60241E+12 , 0.0068 , 0.000683749 , 1352.99 , 5689.1 , Bear 
1.3349 , 1.3374 , 1.3301 , 1.3309 , 1.86775E+12 , -0.0073 , -0.001303308 , 1341.13 , 5660.4 , Bull 
1.3309 , 1.3353 , 1.3298 , 1.3329 , 1.81763E+12 , 0.0055 , 0.000652143 , 1325.76 , 5717.5 , Bull 
1.3328 , 1.34 , 1.3287 , 1.3354 , 1.66551E+12 , 0.0113 , 0.000813804 , 1315.22 , 5692.9 , Bull 
1.3356 , 1.338 , 1.3349 , 1.3354 , 61139000000 , -0.0031 , 0 , 1315.22 , 5692.9 , Bull 
1.3354 , 1.33825 , 1.33315 , 1.3367 , 2.08031E+12 , 0.0051 , 0.000422576 , 1322.7 , 5702.1 , Bear 
1.3367 , 1.3381 , 1.3315 , 1.3323 , 1.65102E+12 , -0.0066 , -0.00143192 , 1370.18 , 5852.6 , Bull 
1.3323 , 1.3381 , 1.3318 , 1.3374 , 1.08301E+12 , 0.0063 , 0.001659291 , 1367.53 , 5915.9 , Bull 
1.3374 , 1.3441 , 1.3349 , 1.34245 , 9.02708E+11 , 0.0092 , 0.0016368 , 1369.31 , 5891.3 , Bear 
1.34245 , 1.3429 , 1.3362 , 1.3384 , 2.3037E+11 , -0.0067 , -0.001312191 , 1370.4 , 5947.1 , Bear 
1.3374 , 1.3389 , 1.3363 , 1.3368 , 11706000000 , -0.0026 , -0.000519491 , 1370.4 , 5947.1 , Bear 
1.3368 , 1.338 , 1.334 , 1.3353 , 3.54732E+11 , -0.004 , -0.000487588 , 1372.54 , 6014.8 , Bull 
1.3353 , 1.3456 , 1.3349 , 1.34285 , 1.19002E+12 , 0.0107 , 0.002448655 , 1365.54 , 5990.2 , Bull 
1.3429 , 1.3441 , 1.34065 , 1.3435 , 1.03364E+12 , 0.00345 , 0.000210167 , 1354.49 , 5983.9 , Bull 
1.3436 , 1.3504 , 1.3428 , 1.3486 , 8.40635E+11 , 0.0076 , 0.001645485 , 1360.55 , 5965.1 , Bull 
1.3485 , 1.35525 , 1.3479 , 1.3524 , 4.0736E+11 , 0.00735 , 0.001222007 , 1332.83 , 5895.5 , Bull 
1.3529 , 1.3577 , 1.3523 , 1.3568 , 27639000000 , 0.0054 , 0.001410673 , 1332.83 , 5895.5 , Bear 
1.35685 , 1.357 , 1.3519 , 1.3527 , 9.34679E+11 , -0.0051 , -0.001314345 , 1328.32 , 5831.6 , Bull 
1.3527 , 1.3594 , 1.3521 , 1.35715 , 1.03521E+12 , 0.0073 , 0.001426361 , 1334.43 , 5906.9 , Bull 
1.3572 , 1.362 , 1.3556 , 1.36145 , 1.18683E+12 , 0.0064 , 0.001373845 , 1364.71 , 6046.2 , Bull 
1.36145 , 1.363 , 1.3559 , 1.3624 , 9.04798E+11 , 0.0071 , 0.000302939 , 1365.56 , 5980.4 , Bear 
1.3624 , 1.3637 , 1.3581 , 1.3586 , 9.96055E+11 , -0.0056 , -0.001213025 , 1390.33 , 6056.5 , Bull 
1.359 , 1.3608 , 1.3586 , 1.3599 , 14948000000 , 0.0022 , 0.000415364 , 1390.33 , 6056.5 , Bear 
1.3599 , 1.36025 , 1.354 , 1.358 , 6.88576E+11 , -0.00625 , -0.000607204 , 1388.17 , 6053 , Bull 
1.3578 , 1.3645 , 1.3547 , 1.36335 , 1.09754E+12 , 0.0098 , 0.001707593 , 1375.94 , 6034.7 , Bull 
1.3634 , 1.3665 , 1.3619 , 1.3639 , 8.80672E+11 , 0.0046 , 0.000175167 , 1379.93 , 6083.6 , Bear 
1.3639 , 1.3654 , 1.3583 , 1.3592 , 1.20526E+12 , -0.0071 , -0.001499164 , 1388.82 , 6050.7 , Bull 
1.3593 , 1.3682 , 1.3586 , 1.3655 , 9.56096E+11 , 0.0096 , 0.002008339 , 1397.84 , 6091.4 , Bear 
1.365 , 1.3656 , 1.3615 , 1.36235 , 22990000000 , -0.0041 , -0.001003008 , 1397.84 , 6091.4 , Bull 
1.36245 , 1.3679 , 1.3588 , 1.3651 , 1.07371E+12 , 0.0091 , 0.000875771 , 1396.37 , 6090.4 , Bear 
1.36525 , 1.3673 , 1.3589 , 1.36035 , 2.29554E+12 , -0.0084 , -0.001513806 , 1390.94 , 6089.4 , Bear 
1.36035 , 1.3612 , 1.3559 , 1.3594 , 3.09024E+12 , -0.0053 , -0.000303395 , 1385.59 , 6087.3 , Bear 
1.3593 , 1.3622 , 1.3544 , 1.3552 , 2.60047E+12 , -0.0078 , -0.001343873 , 1409.34 , 6087.3 , Bull 
1.3552 , 1.361 , 1.353 , 1.3584 , 1.67589E+12 , 0.008 , 0.00102428 , 1413.9 , 6215.5 , Bull 
1.359 , 1.3605 , 1.3587 , 1.3591 , 43680000000 , 0.0018 , 0.00022374 , 1413.9 , 6215.5 , Bull 
1.3591 , 1.36265 , 1.3587 , 1.3596 , 1.46875E+12 , 0.00395 , 0.000159743 , 1407.49 , 6215.5 , Bear 
1.3597 , 1.3621 , 1.3515 , 1.3539 , 3.21727E+12 , -0.0106 , -0.001824568 , 1418.26 , 6215.2 , Bear 
1.3539 , 1.35655 , 1.3519 , 1.3534 , 3.40356E+12 , -0.00465 , -0.000160416 , 1392.57 , 6261 , Bear 
1.35335 , 1.3564 , 1.3464 , 1.3477 , 4.44158E+12 , -0.01 , -0.001832944 , 1397.68 , 6270.8 , Bull 
1.3477 , 1.3532 , 1.3462 , 1.3522 , 2.9753E+12 , 0.007 , 0.001447703 , 1388.28 , 6204.7 , Bull 
1.3527 , 1.3546 , 1.3517 , 1.3541 , 98987000000 , 0.0029 , 0.000609806 , 1388.28 , 6204.7 , Bull 
1.3541 , 1.3558 , 1.3524 , 1.3543 , 2.77542E+12 , 0.0034 , 6.41404E-05 , 1403.58 , 6220.6 , Bull 
1.3543 , 1.3609 , 1.3525 , 1.3591 , 2.73249E+12 , 0.0084 , 0.001536534 , 1403.04 , 6211.9 , Bear 
1.3591 , 1.3609 , 1.3504 , 1.3522 , 3.80715E+12 , -0.0105 , -0.002210481 , 1408.66 , 6216 , Bear 
1.3522 , 1.3544 , 1.3477 , 1.3495 , 3.25651E+12 , -0.0067 , -0.000868043 , 1423.57 , 6251.8 , Bull 
1.3495 , 1.3521 , 1.34645 , 1.3507 , 2.72004E+12 , 0.00565 , 0.000386011 , 1425.35 , 6304.3 , Bull 
1.3506 , 1.353 , 1.3498 , 1.3521 , 68791000000 , 0.0032 , 0.000449913 , 1425.35 , 6304.3 , Bear 
1.3521 , 1.3523 , 1.34355 , 1.3463 , 3.07673E+12 , -0.00875 , -0.001866967 , 1426.63 , 6376.5 , Bear 
1.3463 , 1.3476 , 1.3435 , 1.34495 , 1.7233E+12 , -0.0041 , -0.000435707 , 1413.4 , 6191.6 , Bull 
1.34495 , 1.3502 , 1.34155 , 1.3455 , 3.73751E+12 , 0.00865 , 0.000177563 , 1390.71 , 6198.1 , Bear 
1.3455 , 1.3461 , 1.3415 , 1.3423 , 3.20942E+12 , -0.0046 , -0.001034112 , 1394.35 , 6181.6 , Bull 
1.3423 , 1.3473 , 1.341 , 1.345 , 2.89881E+12 , 0.0063 , 0.000872694 , 1375.93 , 6087.3 , Bear 
1.344 , 1.3452 , 1.3433 , 1.3447 , 42161000000 , -0.0019 , -9.68795E-05 , 1375.93 , 6087.3 , Bull 
1.3447 , 1.3462 , 1.3441 , 1.3451 , 4.41968E+11 , 0.0021 , 0.000129168 , 1375.93 , 6087.3 , Bull 
1.3451 , 1.35195 , 1.3416 , 1.3452 , 3.92065E+12 , 0.01035 , 3.2286E-05 , 1385.35 , 6058.5 , Bear 
1.3452 , 1.3457 , 1.3406 , 1.343 , 3.79479E+12 , -0.0051 , -0.000710846 , 1390.84 , 6069.6 , Bull 
1.3432 , 1.3476 , 1.342 , 1.3454 , 3.16394E+12 , 0.0056 , 0.000775411 , 1398.26 , 6068.1 , Bear 
1.3454 , 1.3463 , 1.339 , 1.3442 , 3.30356E+12 , -0.0073 , -0.000387532 , 1400.38 , 6053.5 , Bull 
1.3448 , 1.345 , 1.3434 , 1.3442 , 53590000000 , -0.0016 , 0 , 1400.38 , 6053.5 , Bull 
1.3443 , 1.3499 , 1.3431 , 1.3492 , 2.31785E+12 , 0.0068 , 0.001612441 , 1385.67 , 6007.6 , Bull 
1.3492 , 1.3554 , 1.3488 , 1.3517 , 3.03906E+12 , 0.0066 , 0.000803981 , 1377.65 , 6057.7 , Bear 
1.3517 , 1.3538 , 1.34845 , 1.3497 , 3.13478E+12 , -0.00535 , -0.000643066 , 1377.2 , 5970.1 , Bear 
1.3497 , 1.3512 , 1.3419 , 1.3426 , 3.36671E+12 , -0.0093 , -0.002290605 , 1404.05 , 5995.3 , Bear 
1.3426 , 1.3428 , 1.33195 , 1.3369 , 3.74075E+12 , -0.01085 , -0.00184772 , 1360.68 , 5906.8 , Bear 
1.3373 , 1.3375 , 1.3349 , 1.3357 , 91059000000 , -0.0026 , -0.000389997 , 1360.68 , 5906.8 , Bear 
1.3357 , 1.3363 , 1.3329 , 1.335 , 2.12953E+12 , -0.0034 , -0.00022766 , 1361.76 , 5877.6 , Bear 
1.335 , 1.3369 , 1.3297 , 1.3301 , 3.10604E+12 , -0.0072 , -0.001596972 , 1358.44 , 5827.3 , Bull 
1.3301 , 1.3315 , 1.3262 , 1.3306 , 3.41165E+12 , 0.0053 , 0.000163226 , 1335.49 , 5723.3 , Bull 
1.3308 , 1.3324 , 1.32785 , 1.3307 , 2.0674E+12 , 0.00455 , 3.26378E-05 , 1339.87 , 5790.5 , Bull 
1.3309 , 1.339 , 1.3304 , 1.3376 , 2.69355E+12 , 0.0086 , 0.002246103 , 1360.03 , 5802.8 , Bull 
1.3387 , 1.339 , 1.3373 , 1.3387 , 46660000000 , 0.0017 , 0.000357003 , 1360.03 , 5802.8 , Bull 
1.3387 , 1.3421 , 1.3381 , 1.3416 , 2.89071E+12 , 0.004 , 0.000939786 , 1360.14 , 5794.6 , Bull 
1.3416 , 1.3436 , 1.3382 , 1.3424 , 2.30913E+12 , 0.0054 , 0.000258894 , 1350.93 , 5861.9 , Bear 
1.3424 , 1.3437 , 1.3388 , 1.3398 , 3.09589E+12 , -0.0049 , -0.00084197 , 1337.81 , 5756.9 , Bear 
1.3398 , 1.3406 , 1.337 , 1.339 , 2.49966E+12 , -0.0036 , -0.000259396 , 1342.83 , 5708.4 , Bull 
1.3389 , 1.3471 , 1.3377 , 1.3464 , 2.64683E+12 , 0.0094 , 0.002393526 , 1317.93 , 5620.8 , Bear 
1.3468 , 1.3472 , 1.3454 , 1.3463 , 51852000000 , -0.0018 , -3.22572E-05 , 1317.93 , 5620.8 , Bull 
1.3463 , 1.3474 , 1.3438 , 1.3463 , 2.94567E+12 , -0.0036 , 0 , 1318 , 5667.2 , Bear 
1.3463 , 1.3478 , 1.3432 , 1.345 , 2.47303E+12 , -0.0046 , -0.000419561 , 1314.29 , 5634.7 , Bull 
1.345 , 1.3457 , 1.34145 , 1.3455 , 4.32543E+12 , 0.00425 , 0.000161418 , 1321.97 , 5666.1 , Bear 
1.3454 , 1.3481 , 1.3423 , 1.3437 , 3.45802E+12 , -0.0058 , -0.000581385 , 1283.15 , 5518.2 , Bull 
1.3437 , 1.3548 , 1.3427 , 1.3543 , 2.89508E+12 , 0.0121 , 0.003412561 , 1278.38 , 5529.9 , Bear 
1.3542 , 1.3547 , 1.3526 , 1.3535 , 42440000000 , -0.0021 , -0.000256618 , 1278.38 , 5529.9 , Bull 
1.3535 , 1.3638 , 1.3527 , 1.362 , 3.41135E+12 , 0.0111 , 0.002718847 , 1280 , 5625.9 , Bear 
1.362 , 1.3633 , 1.35835 , 1.36065 , 3.73538E+12 , -0.00495 , -0.000430682 , 1284.91 , 5479.9 , Bull 
1.36065 , 1.3631 , 1.3605 , 1.3617 , 1.18509E+12 , 0.0026 , 0.000335011 , 1261.52 , 5426.3 , Bear 
1.36175 , 1.3659 , 1.35785 , 1.35935 , 4.22697E+12 , -0.00805 , -0.000750146 , 1262.9 , 5476.6 , Bull 
1.3594 , 1.3641 , 1.35675 , 1.3624 , 2.45488E+12 , 0.00735 , 0.000973343 , 1262.9 , 5412.8 , Bull 
1.3626 , 1.3637 , 1.362 , 1.3625 , 68879000000 , 0.0017 , 3.1876E-05 , 1262.9 , 5412.8 , Bear 
1.3625 , 1.3638 , 1.36095 , 1.3621 , 3.26804E+12 , -0.00285 , -0.000127518 , 1252.31 , 5512.7 , Bull 
1.3621 , 1.3785 , 1.3593 , 1.37435 , 5.28376E+12 , 0.0192 , 0.003888354 , 1273.7 , 5440.5 , Bull 
1.37435 , 1.3781 , 1.37305 , 1.3745 , 4.00304E+12 , 0.00505 , 4.73974E-05 , 1244.69 , 5529.6 , Bull 
1.3745 , 1.3798 , 1.3742 , 1.3783 , 5.06331E+12 , 0.0056 , 0.001199012 , 1253.39 , 5406.8 , Bull 
1.3783 , 1.3813 , 1.37625 , 1.3785 , 4.55831E+12 , 0.00505 , 6.30143E-05 , 1239.49 , 5261.6 , Bear 
1.3784 , 1.3792 , 1.3769 , 1.3776 , 23624000000 , -0.0023 , -0.000283636 , 1239.49 , 5261.6 , Bear 
1.3776 , 1.3804 , 1.3759 , 1.37745 , 3.76526E+12 , -0.0045 , -4.72907E-05 , 1228.3 , 5300.4 , Bull 
1.37745 , 1.3799 , 1.37565 , 1.3794 , 4.51452E+12 , 0.00425 , 0.000614378 , 1214.91 , 5171.9 , Bull 
1.3794 , 1.3833 , 1.37515 , 1.3805 , 4.71632E+12 , 0.00815 , 0.000346189 , 1245.36 , 5150.6 , Bear 
1.3805 , 1.38305 , 1.37855 , 1.3798 , 5.08033E+12 , -0.0045 , -0.00022027 , 1260.32 , 5286.3 , Bull 
1.3798 , 1.3844 , 1.3777 , 1.3833 , 78831000000 , 0.0067 , 0.001100236 , 1260.68 , 5376.4 , Bull 
1.3834 , 1.3845 , 1.3827 , 1.3838 , 6703000000 , 0.0018 , 0.000156949 , 1260.68 , 5376.4 , Bear 
1.3837 , 1.3847 , 1.3791 , 1.3799 , 74497000000 , -0.0056 , -0.001225712 , 1260 , 5404.3 , Bull 
1.3801 , 1.3853 , 1.3796 , 1.3821 , 92562000000 , 0.0057 , 0.000691852 , 1277 , 5364.1 , Bear 
1.3819 , 1.3827 , 1.3694 , 1.3721 , 1.06383E+11 , -0.0133 , -0.003153703 , 1282.19 , 5449.9 , Bull 
1.3721 , 1.3773 , 1.3688 , 1.3751 , 1.07714E+11 , 0.0085 , 0.000948518 , 1252.54 , 5362.3 , Bear 
1.3751 , 1.3753 , 1.362 , 1.3634 , 1.03056E+11 , -0.0133 , -0.003710992 , 1257.76 , 5352.6 , Bear 
1.3623 , 1.3643 , 1.3606 , 1.3633 , 7519000000 , -0.0037 , -3.1855E-05 , 1257.76 , 5352.6 , Bull 
1.3633 , 1.3729 , 1.3617 , 1.372 , 1.01414E+11 , 0.0112 , 0.002762677 , 1234.37 , 5312.6 , Bear 
1.3721 , 1.3726 , 1.3663 , 1.3672 , 94298000000 , -0.0063 , -0.001522062 , 1263.2 , 5319.2 , Bear 
1.3672 , 1.3711 , 1.3636 , 1.3665 , 1.06911E+11 , -0.0075 , -0.000222414 , 1284.26 , 5420.7 , Bull 
1.3663 , 1.3708 , 1.3648 , 1.3703 , 90406000000 , 0.006 , 0.001206022 , 1267.38 , 5411.9 , Bull 
1.3703 , 1.382 , 1.3681 , 1.3782 , 88469000000 , 0.0139 , 0.002496588 , 1260.31 , 5354.7 , Bull 
1.3786 , 1.3841 , 1.3786 , 1.3817 , 10400000000 , 0.0055 , 0.001101512 , 1260.31 , 5354.7 , Bull 
1.3819 , 1.384 , 1.3802 , 1.3824 , 34544000000 , 0.0038 , 0.000219968 , 1249.01 , 5320.2 , Bear 
1.3811 , 1.3814 , 1.3731 , 1.375 , 85420000000 , -0.0083 , -0.002331027 , 1284.88 , 5454.5 , Bull 
1.3753 , 1.3827 , 1.3719 , 1.38 , 87904000000 , 0.0108 , 0.001576388 , 1289.19 , 5486.1 , Bear 
1.3799 , 1.3818 , 1.3653 , 1.3663 , 1.01416E+11 , -0.0165 , -0.004333018 , 1266.07 , 5477.5 , Bull 
1.3666 , 1.3703 , 1.364 , 1.3684 , 73616000000 , 0.0063 , 0.000666997 , 1296.32 , 5489.2 , Bull 
1.3689 , 1.3696 , 1.3678 , 1.3691 , 4658000000 , 0.0018 , 0.000222105 , 1296.32 , 5489.2 , Bear 
1.369 , 1.371 , 1.3598 , 1.3608 , 90993000000 , -0.0112 , -0.00264087 , 1305.32 , 5541.8 , Bear 
1.3607 , 1.3626 , 1.3524 , 1.353 , 1.03951E+11 , -0.0102 , -0.002496504 , 1289.59 , 5534.5 , Bear 
1.3531 , 1.3534 , 1.3413 , 1.3429 , 1.09051E+11 , -0.0121 , -0.003254123 , 1285.83 , 5448.6 , Bull 
1.343 , 1.3448 , 1.3359 , 1.343 , 1.29367E+11 , 0.0089 , 3.23388E-05 , 1292.93 , 5497.4 , Bull 
1.3426 , 1.3548 , 1.3368 , 1.3472 , 1.1112E+11 , 0.018 , 0.001356061 , 1298.2 , 5454.8 , Bear 
1.3476 , 1.3492 , 1.347 , 1.3471 , 7198000000 , -0.0022 , -3.2238E-05 , 1298.2 , 5454.8 , Bull 
1.3474 , 1.3509 , 1.3457 , 1.3472 , 96115000000 , 0.0052 , 3.2238E-05 , 1278.6 , 5450.2 , Bull 
1.3472 , 1.3522 , 1.3454 , 1.3488 , 69536000000 , 0.0068 , 0.000515483 , 1266.69 , 5320.4 , Bull 
1.3464 , 1.356 , 1.3446 , 1.3547 , 91701000000 , 0.0114 , 0.001895574 , 1274.54 , 5371.8 , Bull 
1.3549 , 1.3589 , 1.3532 , 1.3562 , 1.03107E+11 , 0.0057 , 0.000480609 , 1277.72 , 5370.2 , Bull 
1.3562 , 1.3684 , 1.3549 , 1.3679 , 89566000000 , 0.0135 , 0.00373061 , 1292.2 , 5505.6 , Bull 
